Estadística del Padrón Continuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.- Madrid, Comunidad de ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población por sexo, Sección y nacionalidad (principales nacionalidades).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unidades: Personas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUSEC,Total Población,Españoles,Total Extranjeros,Total Unión Europea,Alemania,Bulgaria,Francia,Italia,Polonia,Portugal,Reino Unido,Rumanía,Total Europa No Comunitaria,Rusia,Ucrania,Total Africa,Argelia,Marruecos,Nigeria,Senegal,Total América,Argentina,Bolivia,Brasil,Colombia,Cuba,Chile,Ecuador,Paraguay,Perú,Rep. Dominicana,Uruguay,Venezuela,Total Asia,China,Pakistán,Oceanía y Apátridas
2805807008,1003,924,79,24,0,0,0,3,1,0,0,19,4,0,0,20,0,17,3,0,24,0,3,0,2,0,2,13,0,0,4,0,0,7,7,0,0
2805807009,1204,958,246,81,0,9,2,4,0,9,1,51,7,1,5,74,0,35,13,0,58,0,9,4,11,1,0,13,1,10,6,0,0,25,24,0,1
2805807010,1062,940,122,36,0,1,0,3,3,1,1,25,6,0,0,47,0,19,13,0,32,1,0,1,1,0,5,4,0,4,5,0,2,1,0,1,0
2805807011,1420,1196,224,111,0,22,0,0,1,2,0,81,31,0,3,17,0,1,12,0,60,0,7,2,18,0,3,11,5,1,2,1,4,5,3,2,0
2805807012,1101,992,109,40,0,6,0,0,5,0,0,29,10,0,9,24,0,6,5,0,16,0,3,1,0,0,2,6,0,3,0,0,1,18,18,0,1
2805807013,1311,1085,226,87,2,9,1,11,22,1,0,38,4,2,2,80,0,22,45,0,47,1,4,0,3,0,5,17,0,5,4,0,1,7,2,5,1
2805807014,2251,2113,138,23,0,1,0,4,4,1,1,11,2,2,0,31,0,15,0,0,64,4,5,4,13,2,1,6,2,17,1,5,4,18,18,0,0
2805808001,1484,1324,160,45,0,2,4,0,0,1,0,37,0,0,0,31,3,18,9,0,74,3,4,2,16,1,8,16,0,11,7,1,4,10,8,0,0
2805808002,894,690,204,66,1,1,1,1,4,5,0,51,8,1,5,81,0,68,7,0,45,0,5,9,8,4,1,5,0,10,0,0,3,4,4,0,0
2805808003,855,751,104,26,0,4,2,1,4,6,0,9,8,5,2,10,0,5,4,0,47,0,4,0,10,0,8,5,0,6,10,0,0,13,11,0,0
2805808004,1421,1270,151,50,0,0,0,0,7,5,0,38,3,0,0,35,0,12,12,0,54,3,12,0,7,0,1,14,0,9,7,0,0,9,9,0,0
2805808005,1300,1085,215,66,1,16,0,0,5,0,0,43,14,0,12,58,0,26,26,0,66,0,6,2,22,4,2,11,1,8,6,0,0,11,11,0,0
2805808006,2529,2204,325,107,0,17,0,0,9,4,1,73,9,0,5,88,0,49,31,0,87,2,6,2,30,7,0,18,2,16,0,0,4,34,33,0,0
2805808007,1907,1703,204,82,0,2,1,7,7,0,0,64,21,0,19,29,0,14,9,0,62,1,4,1,12,0,5,15,1,5,7,0,3,10,6,0,0
2805808008,2131,1912,219,76,0,9,0,1,3,3,0,60,12,2,9,57,0,25,22,0,71,2,0,3,13,1,0,18,1,18,5,0,4,3,3,0,0
2805808009,2203,1885,318,77,1,2,0,4,15,1,0,49,25,2,20,90,0,43,17,0,83,1,6,3,13,0,0,39,3,8,4,0,4,43,20,18,0
2805808010,1894,1692,202,70,1,10,0,5,3,3,0,48,6,0,0,40,0,25,9,0,53,7,0,4,14,5,0,13,0,5,4,0,0,33,15,6,0
2805808011,1158,1028,130,39,0,0,1,2,4,1,1,30,0,0,0,45,0,14,24,0,37,0,1,0,3,1,1,13,2,13,2,0,0,9,8,1,0
2805808012,1424,1294,130,48,1,0,1,1,7,0,0,35,0,0,0,29,0,10,14,0,48,1,6,12,2,1,0,7,4,9,3,0,3,5,5,0,0
2805808013,1933,1729,204,73,0,11,0,7,13,2,0,39,7,0,7,85,0,34,30,0,35,0,5,6,3,1,1,7,0,4,4,0,2,4,1,3,0
2805808014,1353,1163,190,66,0,6,0,1,7,2,0,49,1,0,0,56,0,11,22,0,57,1,8,0,9,0,0,28,0,5,3,0,2,9,9,0,1
2805808015,1660,1465,195,55,1,21,0,0,2,3,1,27,0,0,0,34,0,31,0,0,51,2,8,1,19,0,1,7,0,6,5,0,1,55,50,0,0
2805809001,1523,1282,241,106,4,0,1,2,17,5,2,72,11,0,10,75,0,19,23,0,49,3,4,2,15,2,0,6,0,11,3,0,1,0,0,0,0
2805809002,2550,2317,233,78,1,7,3,5,22,5,4,27,33,7,18,55,0,14,33,0,47,5,1,3,9,8,1,7,3,5,1,0,0,20,18,0,0
2805809003,1644,1491,153,43,0,1,1,0,4,4,0,30,5,0,5,68,0,19,21,0,34,4,0,2,0,1,3,2,13,5,1,0,2,3,3,0,0
2805809004,2182,2080,102,34,1,10,2,3,3,8,0,6,11,0,10,15,0,5,5,0,42,0,1,0,3,0,0,6,3,19,2,0,3,0,0,0,0
2805809005,2299,2196,103,42,3,0,7,6,17,7,0,2,10,3,1,19,1,8,3,0,32,4,1,0,3,2,9,1,0,6,3,0,3,0,0,0,0
2805809006,2066,1994,72,18,0,0,5,6,0,1,1,3,1,0,1,5,0,0,1,0,37,4,1,2,10,0,0,1,0,10,4,1,0,11,10,0,0
2805809007,2154,1929,225,52,0,8,0,8,12,10,1,12,2,0,1,131,0,89,0,1,23,0,0,5,8,0,2,0,1,5,0,0,0,17,5,0,0
2805809008,2476,2357,119,33,0,10,1,0,6,2,0,12,1,1,0,38,1,11,16,5,44,0,0,4,16,1,2,11,0,8,0,0,0,3,0,0,0
2805809009,2568,2452,116,37,0,0,0,4,11,5,0,13,1,0,0,38,0,21,15,0,27,5,1,4,4,3,0,1,0,3,2,0,4,13,12,0,0
2805809010,2208,2049,159,75,1,9,1,2,8,3,1,37,12,1,9,31,0,15,12,0,37,7,1,5,5,3,0,0,0,8,0,0,8,4,4,0,0
2805809011,2194,2060,134,52,1,1,1,6,20,0,0,21,4,0,4,18,0,0,11,0,49,6,5,0,8,1,4,3,4,6,5,1,1,11,9,0,0
2805809012,1927,1878,49,29,1,7,1,0,4,1,2,11,4,0,4,3,0,0,0,0,12,0,0,0,2,0,0,1,0,4,1,0,0,1,0,0,0
2805901001,2873,2291,582,235,6,85,2,9,5,8,10,105,5,2,3,130,0,129,0,0,198,4,8,8,62,0,4,42,4,13,41,0,3,12,8,0,2
2805901002,1756,1604,152,36,0,2,1,1,1,1,5,22,4,1,0,35,0,35,0,0,74,7,6,3,23,3,4,7,4,3,1,0,0,3,2,0,0
2805901003,1748,1272,476,186,0,37,2,2,4,5,2,130,1,0,0,85,0,85,0,0,204,7,12,4,54,6,8,30,5,7,52,6,8,0,0,0,0
2806001001,2027,1711,316,260,1,7,5,3,4,5,1,234,4,2,1,9,0,7,0,0,43,4,0,0,6,4,1,7,4,3,3,1,4,0,0,0,0
2806101001,3247,2491,756,248,9,35,2,5,18,47,5,126,22,0,22,193,2,187,0,0,286,7,9,6,56,2,0,126,8,51,1,5,5,7,3,0,0
2806101002,3266,2431,835,255,5,50,6,24,5,17,9,131,23,0,21,186,0,185,0,1,353,17,17,10,62,10,7,122,9,50,6,3,16,18,11,0,0
2806101003,3010,1838,1172,413,3,101,5,23,9,18,3,236,50,3,39,243,0,236,1,4,449,14,15,10,144,5,4,124,1,63,7,3,27,16,5,5,1
2806101004,3018,2071,947,234,3,62,1,5,9,25,6,120,52,2,33,168,0,164,0,0,485,8,16,11,111,5,6,189,14,97,1,0,11,8,7,0,0
2806101005,2444,2195,249,78,6,7,2,13,9,3,10,23,11,0,6,56,0,56,0,0,93,5,2,7,22,2,4,23,0,8,10,1,3,10,10,0,1
2806101006,2043,1837,206,65,1,19,4,14,5,3,9,8,6,1,4,66,0,66,0,0,61,5,5,0,11,2,0,8,13,7,0,2,0,8,2,0,0
2806101007,1901,1784,117,67,5,3,5,12,5,1,14,15,5,1,2,4,0,4,0,0,36,7,0,0,7,2,1,0,3,3,0,1,3,5,0,0,0
2806101008,2000,1802,198,84,7,7,6,14,3,10,12,14,1,1,0,39,0,36,2,0,68,9,4,0,8,1,4,5,8,4,1,0,10,6,0,0,0
2806101009,2703,2456,247,132,15,35,8,22,0,5,8,35,6,1,5,19,0,19,0,0,90,15,9,5,18,3,2,11,2,9,0,1,5,0,0,0,0
2806101010,1207,1113,94,50,2,2,7,4,0,2,10,20,2,0,0,1,0,0,0,0,38,3,3,0,2,0,0,11,5,11,0,0,2,3,1,1,0
2806101011,3743,2126,1617,393,13,83,3,19,14,18,2,236,16,4,11,567,0,562,0,0,618,16,13,12,148,11,3,257,16,89,12,7,7,23,22,0,0
2806101012,2381,1761,620,162,6,31,4,7,1,1,6,95,31,3,20,126,0,124,0,0,291,3,1,3,74,2,1,64,3,47,2,5,18,8,6,0,2
2806101013,1612,1342,270,70,0,12,1,2,2,3,6,42,1,0,0,60,0,59,0,0,126,7,3,0,44,4,1,22,3,25,2,0,0,13,13,0,0
2806201001,390,349,41,18,1,7,2,0,0,1,0,6,0,0,0,16,0,16,0,0,7,1,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0
2806301001,379,309,70,44,1,0,0,2,34,0,0,7,7,1,6,4,0,4,0,0,15,2,0,2,0,0,0,6,0,5,0,0,0,0,0,0,0
2806401001,183,168,15,7,0,0,0,0,0,0,0,7,0,0,0,5,0,5,0,0,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
2806501002,2291,1820,471,134,1,33,0,4,35,2,1,57,47,1,41,109,1,87,6,0,142,4,5,16,39,6,2,40,1,23,4,0,1,39,39,0,0
2806501003,821,696,125,57,0,18,0,0,10,0,0,29,9,0,9,10,0,9,0,0,46,6,3,2,6,4,3,10,2,2,1,0,0,3,2,0,0
2806501004,1285,966,319,71,2,14,2,2,18,3,1,26,60,2,48,72,0,66,1,0,108,4,1,8,9,22,8,35,5,7,2,1,1,8,8,0,0
2806501005,2441,2000,441,156,4,41,3,6,39,4,0,56,51,3,35,50,0,41,6,0,180,10,3,9,43,5,5,48,16,17,1,6,9,4,1,0,0
2806501006,2558,2132,426,127,2,19,0,10,15,6,1,73,26,1,25,77,2,43,6,0,178,4,12,33,55,8,6,24,1,19,1,1,0,18,16,0,0
2806501007,1191,1021,170,56,0,17,0,6,13,3,0,16,13,0,12,37,0,33,4,0,59,2,2,11,9,0,0,23,1,7,2,0,1,5,5,0,0
2806501008,1624,1292,332,111,0,29,4,3,21,5,0,48,32,0,19,52,0,33,6,0,131,6,4,26,28,0,5,37,0,14,3,1,2,6,6,0,0
2806501009,1099,943,156,82,0,24,1,2,17,4,0,26,12,0,1,17,0,6,1,0,43,0,1,5,12,2,0,16,1,1,1,0,1,2,2,0,0
2806501010,1607,1274,333,134,0,31,0,2,36,0,2,63,33,1,22,32,2,15,0,0,110,3,5,8,38,3,4,36,0,6,2,0,1,23,19,0,1
2806501011,2246,1790,456,153,1,26,2,5,27,6,0,86,35,2,31,66,0,55,8,0,191,4,0,16,40,21,13,43,21,16,3,0,8,11,5,4,0
2806501012,1556,1181,375,134,0,18,0,3,34,2,0,77,28,1,27,62,1,35,9,0,137,5,0,14,33,0,5,57,0,11,3,0,3,14,7,3,0
2806501013,1098,920,178,50,2,12,0,0,10,0,0,23,26,1,25,14,0,14,0,0,73,1,2,10,5,11,4,18,3,13,2,0,1,15,15,0,0
2806501014,1389,1082,307,93,0,9,1,1,18,3,0,61,19,1,18,61,1,50,5,0,132,1,6,1,30,2,1,39,2,13,13,0,1,2,1,1,0
2806501015,1645,1306,339,107,0,9,0,1,35,6,0,55,35,0,35,49,0,20,11,0,140,0,0,25,20,4,4,56,4,21,3,0,1,8,4,4,0
2806501016,1494,1219,275,77,1,5,0,6,25,1,0,39,12,0,7,58,1,56,0,0,120,9,1,6,19,0,13,37,3,13,1,0,0,8,6,2,0
2806501017,1327,997,330,112,0,4,3,0,21,0,0,84,19,1,16,79,0,68,5,1,104,0,8,13,12,6,1,28,1,4,6,2,5,16,15,0,0
2806501018,1617,1373,244,95,1,12,1,1,18,0,0,59,8,0,3,23,0,15,0,0,78,2,4,1,19,2,4,29,3,4,2,0,4,40,28,8,0
2806501019,1252,911,341,149,1,25,0,8,10,4,0,99,14,0,14,52,0,52,0,0,113,0,2,16,41,7,9,8,6,10,1,0,11,13,11,0,0
2806502001,1340,1076,264,110,1,17,0,4,8,2,1,75,16,0,15,19,0,7,1,0,106,8,6,8,22,5,1,34,2,12,0,1,0,13,11,0,0
2806502002,1303,989,314,108,0,12,2,3,4,8,1,76,25,0,21,53,2,46,1,0,114,4,13,4,30,0,6,37,1,13,0,0,2,14,12,0,0
2806502003,1766,1391,375,135,1,40,4,1,23,4,0,60,22,0,14,72,0,54,5,0,125,1,13,11,21,1,1,27,3,22,8,2,5,21,16,0,0
2806502004,1623,1055,568,140,0,29,0,7,16,1,2,80,17,0,12,115,0,97,2,0,261,7,31,12,34,0,1,112,0,29,10,0,3,35,26,0,0
2806502005,1716,1143,573,138,0,49,1,2,14,15,0,56,13,0,7,134,1,97,19,7,254,0,7,16,30,5,6,108,0,50,13,3,3,34,23,10,0
2806502006,1454,921,533,145,0,44,1,2,4,5,0,87,23,6,15,136,0,94,1,10,197,6,5,8,23,3,3,91,1,35,12,0,0,32,25,1,0
2806502007,1520,913,607,150,0,51,0,3,16,9,2,66,34,2,22,209,0,177,5,0,188,1,11,12,25,1,7,88,6,21,2,0,2,26,9,13,0
2806502009,1450,1110,340,130,0,64,1,0,12,2,0,47,15,0,7,68,0,58,1,0,105,0,7,11,31,0,3,29,0,16,6,0,2,22,19,0,0
2806502010,2209,1777,432,191,0,34,3,14,4,2,0,132,24,3,13,65,0,52,0,0,124,1,14,8,35,3,4,22,6,6,4,6,9,28,23,0,0
2806502011,1143,832,311,133,0,26,1,0,11,1,1,93,5,0,5,37,0,22,4,0,99,5,6,7,26,7,5,22,1,11,4,0,1,37,30,3,0
2806502012,1700,1451,249,55,0,10,1,2,12,0,0,30,17,3,11,68,0,67,0,1,79,0,6,1,30,0,3,18,1,11,6,0,1,30,9,6,0
2806502013,1762,1461,301,87,2,31,2,4,14,1,8,24,14,2,8,47,3,28,0,0,129,5,4,4,27,3,10,20,3,27,7,1,6,23,21,0,1
2806502014,1656,1231,425,160,0,42,3,3,29,1,1,81,23,1,22,117,3,85,5,0,112,1,2,7,32,3,2,31,0,25,1,0,2,13,8,3,0
2806502015,978,805,173,51,0,14,3,0,5,0,0,27,16,0,9,17,0,15,0,0,88,9,9,0,23,0,1,16,0,2,4,0,1,1,0,0,0
2806502016,2708,2494,214,74,1,9,3,6,11,9,1,22,7,0,5,12,0,11,0,0,106,12,7,6,18,2,3,6,2,8,10,0,9,15,14,0,0
2806502017,2589,2531,58,21,2,5,2,3,2,2,0,5,6,3,2,0,0,0,0,0,15,0,0,3,5,0,0,1,0,0,1,0,0,16,13,0,0
2806502018,1966,1809,157,52,1,20,0,5,4,8,1,10,6,0,0,43,0,40,0,0,41,1,0,2,14,4,3,1,0,7,1,1,4,15,10,0,0
2806502019,2334,2242,92,24,0,8,0,0,1,3,0,12,11,3,7,11,0,9,2,0,46,1,3,6,20,3,1,5,0,4,1,0,2,0,0,0,0
2806502020,2466,2347,119,56,0,8,0,1,21,10,1,15,7,0,6,12,0,11,0,0,35,3,1,4,7,3,0,9,0,0,1,1,0,9,8,0,0
2806502021,2653,2487,166,66,0,24,0,7,8,7,1,15,18,2,11,9,3,0,0,0,53,1,2,9,9,9,0,10,0,3,0,3,3,20,20,0,0
2806503001,1483,1203,280,79,1,11,2,3,24,4,0,33,23,0,19,32,1,15,3,0,132,2,3,8,46,5,0,28,0,21,1,0,1,14,14,0,0
2806503002,1035,842,193,78,0,15,0,3,17,4,0,39,16,0,12,29,4,4,7,0,56,1,0,9,17,4,0,13,0,5,3,3,0,14,7,7,0
2806503003,1650,1216,434,169,1,18,1,2,50,0,0,95,24,1,12,72,0,54,3,0,151,4,11,5,38,5,7,47,5,22,4,0,1,18,15,0,0
2806503004,1240,918,322,97,0,9,2,0,31,1,0,53,13,2,2,66,0,61,2,2,131,2,14,10,24,0,0,48,2,27,0,1,0,15,11,3,0
2806503005,1127,849,278,105,0,26,0,8,6,2,0,63,20,0,15,36,2,33,0,0,115,2,10,2,30,5,2,48,1,9,0,0,3,0,0,0,2
2806503006,1647,1215,432,168,0,21,0,3,18,4,0,122,36,4,19,60,0,41,8,0,153,1,17,1,40,2,3,48,1,22,2,0,1,15,10,1,0
2806503007,1661,1359,302,93,1,48,1,4,11,5,0,21,9,0,8,48,0,26,11,0,149,0,9,1,52,0,0,43,11,17,7,0,1,2,0,0,1
2806503008,1269,1029,240,93,0,18,1,2,14,1,1,56,24,4,17,17,0,15,1,0,92,6,8,11,17,6,0,15,8,13,2,0,5,11,10,0,3
2806503009,2298,1904,394,147,0,30,2,11,14,2,0,88,15,0,13,53,0,41,4,1,165,6,10,12,23,6,4,67,2,24,3,0,6,14,11,0,0
2806503010,1323,1046,277,108,1,24,0,0,16,1,0,65,17,0,14,37,0,15,17,4,104,9,0,10,28,4,1,33,7,7,3,0,0,11,11,0,0
2806503011,1074,769,305,124,0,25,2,4,27,2,1,62,9,0,9,54,0,44,10,0,114,2,15,13,28,1,0,41,0,12,0,0,2,4,3,0,0
2806503012,1536,1139,397,140,0,27,0,4,10,5,0,93,17,1,14,72,0,62,7,0,151,2,17,3,32,0,1,59,0,28,1,0,2,17,16,0,0
2806503013,1069,906,163,44,0,2,0,0,6,3,0,33,1,0,0,10,0,6,0,0,106,0,3,7,8,0,11,47,8,19,0,0,2,2,2,0,0
2806503014,1387,1055,332,102,1,5,0,0,28,5,1,60,8,0,3,73,0,60,7,0,147,2,8,12,43,1,0,51,3,24,0,0,0,2,1,0,0
2806503015,1070,909,161,59,0,10,0,0,11,7,0,30,6,1,5,41,0,32,0,0,55,0,5,1,27,2,0,13,0,0,0,0,0,0,0,0,0
2806503016,1315,1013,302,133,3,42,1,3,20,1,0,60,18,0,9,50,1,38,9,0,78,2,7,14,11,0,0,16,1,8,13,0,3,23,17,1,0
2806503017,915,885,30,14,0,0,4,1,0,1,1,7,6,0,6,0,0,0,0,0,10,0,0,3,0,6,0,1,0,0,0,0,0,0,0,0,0
2806503018,1196,1136,60,28,0,0,0,0,12,6,0,10,1,1,0,1,0,1,0,0,26,7,0,0,2,2,0,7,0,6,1,0,0,4,4,0,0
2806503019,1722,1677,45,36,4,10,2,3,2,1,2,11,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,4,0,0,0,3,0,0,0,0
2806503020,776,752,24,16,0,2,1,1,6,0,1,5,7,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2806503021,2351,2253,98,72,1,13,3,3,20,1,2,28,0,0,0,1,0,0,0,0,24,1,3,0,10,2,0,0,0,0,1,0,6,1,0,0,0
2806503022,1334,1266,68,12,1,0,0,4,4,1,0,0,5,0,5,10,0,9,0,0,26,2,4,0,16,0,0,0,0,2,1,0,1,15,15,0,0
2806503023,853,806,47,22,1,13,1,0,1,2,0,4,1,0,0,1,0,1,0,0,17,0,0,4,3,1,0,1,0,4,0,0,1,6,6,0,0
2806503024,1193,1136,57,36,0,10,0,0,1,4,0,20,3,0,3,3,0,3,0,0,15,0,0,2,6,0,0,6,0,0,0,0,0,0,0,0,0
2806503025,1253,1199,54,23,0,0,7,3,1,0,0,12,2,0,0,4,0,4,0,0,19,1,0,1,4,3,0,0,2,2,0,0,0,6,6,0,0
2806503026,1025,964,61,30,0,11,1,1,0,0,0,17,4,0,0,0,0,0,0,0,22,0,6,0,1,1,0,2,0,10,0,0,0,5,2,0,0
2806503027,1116,1060,56,34,1,2,0,6,0,0,0,25,6,0,5,0,0,0,0,0,15,4,0,0,5,1,0,1,1,1,0,0,0,1,0,0,0
2806503028,1569,1487,82,9,2,5,0,0,1,0,0,0,1,0,1,2,0,1,0,0,50,13,1,10,16,0,1,0,0,2,1,0,0,20,20,0,0
2806503029,1640,1499,141,42,1,0,1,0,10,12,1,17,0,0,0,26,8,2,5,1,54,7,0,0,17,10,0,5,0,13,0,0,2,19,19,0,0
2806503030,1780,1677,103,34,0,9,0,1,4,12,0,5,10,1,3,12,0,1,4,0,43,1,2,1,11,0,0,4,9,6,0,3,2,4,2,0,0
2806503031,996,968,28,13,0,7,0,0,0,0,1,2,0,0,0,6,0,0,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,7,6,0,0
2806503032,1295,1169,126,48,1,29,4,2,0,5,1,3,2,2,0,1,0,0,0,0,34,10,5,2,2,0,3,0,3,5,0,0,2,41,41,0,0
2806503033,2977,2816,161,58,2,7,3,5,7,10,0,22,11,0,9,4,0,4,0,0,64,5,0,6,18,2,0,12,0,9,2,1,2,24,21,0,0
2806503034,1642,1606,36,12,0,2,0,1,0,0,0,8,0,0,0,0,0,0,0,0,10,1,0,0,4,0,0,0,0,0,2,3,0,14,14,0,0
2806503035,1999,1901,98,52,0,7,0,11,9,0,0,24,1,0,0,1,0,0,0,0,39,1,0,3,14,0,3,3,0,9,1,0,1,5,5,0,0
2806503036,1424,1316,108,22,0,0,1,1,1,0,0,18,2,2,0,3,0,0,3,0,33,1,0,0,21,0,0,2,1,0,2,2,3,48,48,0,0
2806503037,1581,1499,82,22,1,0,4,0,5,0,0,10,8,0,8,10,0,10,0,0,38,2,0,1,24,0,1,0,2,3,0,1,2,4,4,0,0
2806503038,1748,1671,77,20,1,7,1,2,1,3,0,3,2,1,0,1,0,0,1,0,43,3,0,1,11,6,7,1,4,3,2,0,2,11,11,0,0
2806503039,2523,2122,401,59,3,6,4,15,8,2,1,16,5,0,0,10,0,9,0,0,183,6,3,16,100,10,4,16,6,7,7,2,5,144,139,0,0
2806503040,1529,1451,78,21,0,5,1,2,4,1,2,4,6,2,4,14,0,0,0,0,37,2,1,0,26,0,0,3,1,1,0,0,0,0,0,0,0
2806504001,1557,1191,366,101,0,26,0,1,6,6,1,61,12,1,6,105,0,84,5,0,131,2,8,13,33,9,3,31,0,12,12,0,4,17,16,0,0
2806504002,1727,1288,439,141,0,58,1,9,18,1,0,52,24,0,12,54,1,46,2,0,194,4,3,18,37,6,9,61,3,40,9,0,0,26,20,0,0
2806504003,1829,1460,369,126,0,41,1,3,11,8,1,58,4,0,4,67,2,56,3,3,141,6,3,6,20,3,4,41,0,32,15,3,3,31,31,0,0
2806504004,1364,919,445,123,3,42,1,5,14,5,1,50,3,0,0,80,0,52,0,0,224,5,7,5,41,0,5,98,1,40,10,1,6,15,12,0,0
2806504005,1028,825,203,75,0,30,0,1,7,0,0,36,7,0,4,44,0,37,7,0,72,3,2,5,17,1,0,24,7,9,0,0,0,5,5,0,0
2806504006,1279,1006,273,99,1,33,0,5,26,0,0,34,11,0,10,36,0,34,2,0,118,0,0,8,18,2,6,47,4,8,4,1,4,9,9,0,0
2806504007,1349,1121,228,68,1,31,1,1,5,1,0,27,13,0,6,46,0,45,0,0,96,2,4,1,25,0,1,37,1,13,4,0,2,5,5,0,0
2806504008,937,751,186,78,0,29,2,0,9,1,0,35,5,0,5,28,0,15,5,0,61,2,4,0,14,1,2,22,1,13,0,0,0,14,14,0,0
2806504009,1532,1128,404,133,0,52,1,1,25,6,0,47,3,0,3,69,0,47,11,0,161,1,7,5,39,0,3,50,5,43,0,0,3,38,29,1,0
2806504010,1541,1191,350,139,0,48,2,6,21,5,2,54,3,1,1,33,0,15,6,0,146,0,3,4,52,0,1,67,2,7,0,0,8,29,20,1,0
2806504011,1040,877,163,52,0,17,0,0,1,2,0,30,4,1,2,13,0,11,0,0,83,0,5,1,43,1,4,21,0,4,4,0,0,11,6,0,0
2806504012,1334,1024,310,116,1,21,1,5,7,12,0,67,23,0,23,58,0,41,4,0,100,2,16,8,24,1,0,22,2,5,3,5,1,13,11,0,0
2806504013,1553,1185,368,103,0,23,1,2,14,0,0,61,23,0,15,53,0,40,8,0,186,0,9,0,61,11,0,74,0,20,2,0,1,3,1,2,0
2806504014,1269,1006,263,90,0,15,6,0,11,9,0,49,6,0,6,36,2,32,0,0,124,0,1,0,39,0,0,50,1,14,7,2,1,6,6,0,1
2806504015,1650,1294,356,146,0,65,2,0,10,1,0,67,10,5,4,59,0,38,9,0,130,1,0,5,56,1,0,20,8,25,7,0,4,11,4,0,0
2806504016,1644,1154,490,195,3,76,0,2,13,2,1,97,10,2,0,71,5,32,7,0,197,2,20,3,64,2,3,59,1,36,5,0,0,17,17,0,0
2806504017,1380,1108,272,96,0,14,0,0,20,1,0,57,5,0,1,33,0,11,7,6,128,0,6,3,37,0,0,46,0,14,5,2,1,10,8,0,0
2806504018,1602,1286,316,99,1,30,1,0,29,5,0,32,21,0,6,78,0,63,10,0,111,4,6,1,22,0,2,43,2,21,3,2,2,7,7,0,0
2806504021,782,610,172,76,1,9,2,2,6,6,0,50,4,0,4,8,0,8,0,0,75,1,3,2,6,0,6,33,3,10,9,0,0,9,9,0,0
2806504022,727,583,144,57,0,24,0,0,16,4,1,11,14,0,12,22,0,22,0,0,35,2,0,0,14,3,0,9,0,5,0,0,0,16,15,0,0
2806504023,919,752,167,61,0,21,0,0,19,1,1,19,1,0,1,22,0,15,3,0,77,5,0,2,16,0,0,28,0,4,5,0,5,6,1,0,0
2806504024,909,729,180,59,0,39,0,0,5,2,0,12,6,0,5,19,1,14,0,0,96,0,6,3,35,0,0,35,0,13,1,0,0,0,0,0,0
2806504025,847,679,168,53,0,10,0,0,6,2,0,35,0,0,0,20,0,11,4,0,78,7,1,1,18,0,0,30,0,17,0,0,0,17,17,0,0
2806504026,1497,1241,256,76,0,39,0,0,9,0,0,28,11,0,10,34,0,28,0,0,108,1,0,7,21,0,5,44,0,16,7,0,6,27,27,0,0
2806504027,1626,1469,157,61,0,25,0,2,11,1,0,22,1,1,0,20,0,12,1,0,71,1,0,5,19,0,0,19,7,18,1,0,0,4,4,0,0
2806504028,1464,1331,133,73,1,11,0,7,2,17,1,34,1,0,0,8,0,7,1,0,50,4,0,8,8,0,0,2,4,17,0,0,0,1,0,0,0
2806504029,2825,2497,328,144,5,58,2,6,8,10,0,46,15,0,0,12,0,4,5,0,131,17,4,14,27,7,0,13,1,30,10,0,1,25,4,17,1
2806504030,2548,2461,87,43,0,12,2,3,0,2,0,21,9,1,0,4,0,4,0,0,25,0,3,1,13,1,0,1,0,2,1,2,1,6,6,0,0
2806504031,1757,1674,83,21,0,6,2,1,2,4,0,5,4,0,1,13,0,12,1,0,41,3,0,0,8,2,0,15,0,2,1,1,3,4,0,0,0
2806504032,2329,2215,114,62,0,45,0,9,3,2,0,2,6,0,4,3,0,2,0,0,36,8,1,5,10,1,0,4,0,4,0,0,1,7,5,0,0
2806504033,2772,2456,316,143,1,58,6,4,6,10,3,52,16,6,0,17,1,5,0,3,78,10,0,1,27,4,7,6,4,12,2,0,2,62,54,0,0
2806601001,2531,2356,175,43,5,2,5,1,4,1,3,22,3,0,3,50,0,50,0,0,76,6,10,3,14,1,2,11,1,14,5,0,3,3,1,0,0
2806601002,1670,1474,196,87,1,1,0,10,6,4,0,63,2,0,1,32,0,28,4,0,50,2,9,2,1,0,5,13,0,9,2,0,6,25,25,0,0
2806601003,2516,2316,200,69,1,4,3,3,0,3,1,53,3,0,3,50,0,47,0,0,73,11,9,7,7,4,0,12,2,13,2,0,5,5,5,0,0
2806601004,1334,1267,67,28,1,2,0,3,0,1,1,18,0,0,0,3,0,3,0,0,19,1,0,1,5,2,0,5,0,0,1,0,1,17,7,0,0
