Estadística del Padrón Continuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.- Madrid, Comunidad de ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población por sexo, Sección y nacionalidad (principales nacionalidades).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unidades: Personas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUSEC,Total Población,Españoles,Total Extranjeros,Total Unión Europea,Alemania,Bulgaria,Francia,Italia,Polonia,Portugal,Reino Unido,Rumanía,Total Europa No Comunitaria,Rusia,Ucrania,Total Africa,Argelia,Marruecos,Nigeria,Senegal,Total América,Argentina,Bolivia,Brasil,Colombia,Cuba,Chile,Ecuador,Paraguay,Perú,Rep. Dominicana,Uruguay,Venezuela,Total Asia,China,Pakistán,Oceanía y Apátridas
2807912003,1151,1116,35,7,0,1,0,0,2,2,0,1,0,0,0,6,0,5,0,1,13,0,1,0,1,0,0,4,1,5,0,0,0,9,9,0,0
2807912005,1029,967,62,11,0,9,0,0,1,0,0,1,5,1,3,0,0,0,0,0,45,0,11,3,4,0,2,10,0,8,3,0,0,1,1,0,0
2807912006,696,672,24,7,0,1,0,3,0,0,0,3,0,0,0,3,0,1,0,0,14,0,0,1,6,0,0,0,0,1,6,0,0,0,0,0,0
2807912007,1388,1300,88,29,1,5,1,0,1,0,0,21,2,2,0,18,0,5,0,7,38,0,7,0,9,2,0,9,0,1,7,0,0,1,0,0,0
2807912008,1291,1160,131,39,1,3,1,0,17,0,0,17,0,0,0,6,0,6,0,0,65,0,7,1,17,0,0,24,0,16,0,0,0,21,21,0,0
2807912009,1128,1035,93,5,1,0,0,0,0,0,1,3,0,0,0,14,0,6,0,5,73,0,8,2,7,0,0,24,0,16,13,0,1,1,0,0,0
2807912010,911,881,30,14,0,10,0,0,0,1,0,3,0,0,0,2,0,1,1,0,9,0,0,2,1,0,0,2,0,0,0,2,1,5,5,0,0
2807912011,976,932,44,25,0,1,0,0,8,1,0,15,0,0,0,1,0,1,0,0,18,0,1,0,5,4,0,4,0,0,3,0,0,0,0,0,0
2807912012,1045,981,64,3,0,0,0,1,0,0,0,2,0,0,0,17,0,7,1,4,25,0,0,2,4,0,0,8,0,3,5,0,1,19,19,0,0
2807912013,980,925,55,31,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,21,0,0,0,10,0,0,4,0,2,0,0,4,3,3,0,0
2807912014,1229,1146,83,13,0,6,0,3,0,0,1,2,10,1,9,14,0,6,4,0,32,0,9,0,13,0,0,6,0,2,0,1,0,14,12,1,0
2807912015,1196,1128,68,21,0,0,0,0,6,1,0,14,8,0,0,2,0,2,0,0,37,0,7,0,3,0,1,13,1,1,6,3,2,0,0,0,0
2807912016,1690,1501,189,47,0,2,1,1,11,10,0,22,0,0,0,19,0,19,0,0,99,0,7,6,15,0,0,43,1,3,16,0,1,24,24,0,0
2807912018,1903,1734,169,44,0,1,0,2,8,3,1,28,7,0,7,18,0,11,3,0,84,2,6,6,15,1,0,19,2,19,11,0,0,16,11,0,0
2807912019,1280,1173,107,16,0,3,0,0,0,2,0,9,7,0,7,16,0,7,7,0,68,0,21,1,1,1,0,36,1,5,0,0,0,0,0,0,0
2807912020,1301,1161,140,15,0,0,0,0,0,0,0,15,9,0,9,25,0,2,18,0,88,0,28,1,5,3,2,29,0,12,5,0,1,3,2,1,0
2807912021,727,600,127,30,0,0,1,1,8,7,0,13,1,0,0,9,0,0,4,1,85,1,14,6,10,0,0,26,8,14,4,0,0,2,2,0,0
2807912022,858,683,175,14,0,0,0,0,0,0,0,14,7,3,4,28,0,16,12,0,126,1,30,2,3,2,0,66,3,11,6,0,1,0,0,0,0
2807912023,1535,1370,165,34,1,11,3,0,2,1,1,15,12,0,2,15,0,1,4,3,89,2,27,4,5,0,0,21,8,9,5,0,1,15,11,0,0
2807912024,2190,1869,321,64,1,10,1,6,5,14,0,26,13,0,9,26,0,15,0,0,158,5,18,4,38,2,2,17,7,40,8,1,4,60,55,0,0
2807912027,1713,1349,364,75,3,2,4,4,13,14,0,31,4,0,3,47,7,20,1,8,235,2,23,4,43,3,8,86,20,26,4,2,7,3,0,0,0
2807912028,956,710,246,63,0,11,0,0,18,4,1,29,0,0,0,30,3,19,5,0,151,0,3,6,27,2,0,49,7,30,18,0,0,2,0,0,0
2807912029,1446,839,607,143,0,6,0,1,33,13,0,88,11,2,3,64,0,47,6,5,359,3,44,7,29,1,1,135,28,50,28,0,4,30,23,1,0
2807912030,1322,907,415,69,0,7,0,0,7,11,0,43,8,0,5,9,0,7,2,0,298,3,34,1,39,3,1,84,19,47,28,0,9,31,28,0,0
2807912031,887,601,286,58,0,4,0,3,4,6,0,41,3,3,0,6,0,5,0,0,183,0,21,1,19,0,3,64,26,25,10,0,6,36,31,5,0
2807912032,2796,2291,505,139,2,22,2,6,29,17,1,56,25,3,16,26,0,24,0,0,252,3,13,5,24,0,1,108,28,46,4,0,4,63,54,2,0
2807912033,1271,988,283,47,0,11,0,2,4,0,1,29,7,3,2,23,0,7,2,0,170,1,8,9,16,5,7,58,19,13,19,0,5,36,32,0,0
2807912034,1334,1138,196,68,4,0,0,2,3,2,1,54,11,0,7,30,0,29,0,0,80,1,3,0,12,3,0,24,3,19,11,1,0,6,3,0,1
2807912036,687,605,82,23,0,9,0,0,4,0,0,9,5,1,3,3,0,1,2,0,46,0,12,0,2,1,0,16,0,11,1,0,0,5,0,0,0
2807912037,1408,1322,86,12,0,2,0,0,2,1,0,7,0,0,0,20,0,9,9,0,36,0,0,0,6,0,0,16,2,5,3,0,0,18,18,0,0
2807912039,1151,880,271,37,0,7,0,2,0,0,0,24,0,0,0,2,0,0,0,0,185,2,40,3,8,0,1,51,7,25,46,0,1,47,45,0,0
2807912040,784,582,202,23,4,0,2,1,0,3,0,12,0,0,0,9,0,3,0,0,153,3,18,3,11,1,1,41,8,25,38,0,1,17,16,1,0
2807912041,878,605,273,27,0,1,1,1,6,0,0,18,0,0,0,19,1,12,1,0,207,1,42,1,15,1,1,64,7,17,43,3,6,20,16,0,0
2807912042,1207,780,427,42,1,2,3,4,2,2,0,23,6,0,4,22,0,20,0,0,302,1,50,9,39,3,0,90,14,16,68,0,7,55,48,0,0
2807912043,1417,1125,292,33,0,10,5,1,1,2,1,9,2,0,1,29,0,25,0,0,184,7,33,1,29,2,4,43,8,24,12,1,6,44,38,6,0
2807912044,1750,1097,653,83,1,20,0,2,1,2,0,56,9,2,6,24,0,13,0,0,345,1,152,1,42,3,1,73,11,30,28,0,2,192,187,0,0
2807912045,1998,1050,948,74,3,9,3,2,0,7,2,47,6,1,3,25,2,20,0,1,460,8,185,9,67,3,6,84,20,30,35,1,9,383,367,8,0
2807912046,1853,1000,853,87,1,29,0,4,7,9,0,31,9,0,7,28,0,15,0,0,479,16,177,19,86,6,2,89,11,26,23,4,4,250,242,0,0
2807912047,1278,619,659,57,0,9,1,1,2,2,1,40,3,0,3,26,0,22,0,0,328,6,154,4,39,1,0,52,9,34,24,0,0,245,241,0,0
2807912048,1728,1091,637,68,0,8,2,5,2,4,0,45,3,0,0,25,0,11,0,0,331,3,140,4,30,1,4,61,13,26,36,3,1,210,196,0,0
2807912049,1710,1240,470,67,0,7,1,10,5,4,0,39,13,3,0,16,0,11,0,1,230,5,81,3,26,2,3,48,13,24,13,0,5,144,141,0,0
2807912050,1537,1017,520,76,1,0,2,3,11,8,3,46,8,2,2,24,0,21,1,0,321,6,61,11,56,1,1,96,4,16,48,1,10,91,85,0,0
2807912051,1388,1021,367,46,0,2,1,4,2,1,0,36,0,0,0,5,0,5,0,0,263,4,75,0,42,0,1,74,7,26,28,2,2,53,47,1,0
2807912052,1152,991,161,15,0,2,1,2,1,1,1,4,11,4,0,4,0,3,0,0,85,1,5,7,17,4,0,16,11,9,5,0,4,46,42,0,0
2807912053,2147,1889,258,61,0,12,4,9,7,5,0,24,6,4,2,14,1,10,0,0,172,3,41,5,19,1,1,48,5,33,9,0,4,5,5,0,0
2807912054,1513,1170,343,69,1,1,5,5,5,1,0,48,3,0,3,22,0,10,0,0,227,4,67,4,14,0,2,68,19,34,10,0,0,22,14,0,0
2807912055,1944,1240,704,71,0,10,1,2,13,11,0,30,3,0,3,44,1,18,0,2,464,6,189,3,41,1,4,134,9,37,28,1,3,122,111,0,0
2807912056,1880,1019,861,88,4,19,0,9,4,9,0,42,19,5,11,12,0,6,0,0,493,2,206,7,60,7,0,127,10,32,37,0,3,249,247,0,0
2807912057,1551,866,685,58,0,5,2,3,10,3,2,33,4,1,2,17,0,8,0,0,412,16,165,12,34,2,0,99,36,26,14,0,7,194,190,1,0
2807912059,1953,1534,419,73,0,3,6,1,3,8,2,50,1,0,1,19,0,6,0,2,278,1,57,19,20,5,1,88,32,28,14,0,0,48,28,14,0
2807912061,2315,1817,498,89,4,3,1,7,13,9,0,52,18,4,13,35,6,18,1,0,316,1,70,11,38,5,7,100,16,33,19,2,4,40,31,3,0
2807912062,1519,1164,355,70,0,10,2,9,13,7,2,26,3,1,2,6,0,5,1,0,222,1,65,4,13,2,0,75,14,23,17,0,4,54,53,0,0
2807912064,1429,1104,325,56,0,8,2,3,21,8,1,10,0,0,0,12,0,12,0,0,237,8,75,10,22,1,4,90,0,10,7,0,3,20,15,0,0
2807912065,1210,885,325,14,0,1,0,0,1,0,0,11,0,0,0,6,0,2,1,0,235,2,110,0,14,3,0,66,9,9,19,0,2,70,69,0,0
2807912066,1751,800,951,41,0,0,0,3,3,1,3,29,3,0,2,8,0,8,0,0,492,6,276,8,46,0,0,87,5,32,23,0,1,407,402,0,0
2807912067,2205,1161,1044,162,1,29,7,3,10,5,4,100,24,6,7,34,0,9,7,0,546,13,192,17,54,6,3,145,10,44,45,0,3,278,256,6,0
2807912069,1250,911,339,87,1,19,0,0,16,4,0,47,7,0,5,27,0,12,0,0,170,2,55,3,8,1,0,75,1,6,11,0,2,48,44,2,0
2807912070,1192,998,194,59,0,1,2,4,10,2,1,34,6,2,3,4,0,0,0,2,124,3,50,6,7,0,0,43,1,8,4,0,1,1,0,0,0
2807912071,1688,1320,368,82,0,7,1,10,7,6,1,48,12,4,8,11,0,4,2,2,253,3,36,12,34,4,1,86,19,27,13,3,11,10,8,0,0
2807912073,964,680,284,39,2,4,2,2,6,3,1,17,1,0,1,33,0,32,1,0,205,6,45,1,25,6,1,61,4,26,13,0,8,6,0,0,0
2807912074,837,669,168,29,0,9,1,3,0,2,0,14,4,4,0,14,0,7,0,5,107,0,22,7,11,1,1,33,9,16,1,0,2,14,14,0,0
2807912075,1576,1142,434,78,1,18,1,3,3,1,0,51,14,1,4,37,0,13,0,1,285,6,78,12,20,1,1,100,6,41,13,0,4,20,11,2,0
2807912077,1513,1374,139,27,0,2,1,1,0,0,1,21,1,0,0,5,0,2,0,0,93,1,30,2,14,0,1,22,6,4,7,0,1,13,13,0,0
2807912078,1545,1041,504,121,2,17,3,4,5,15,0,73,7,4,0,32,0,20,0,0,242,1,108,10,26,1,0,56,6,24,2,1,1,102,102,0,0
2807912079,1182,808,374,80,1,6,2,4,7,5,0,52,3,0,1,18,0,16,0,0,240,7,44,6,43,1,4,65,5,27,30,0,4,33,28,0,0
2807912080,1502,949,553,120,2,11,2,1,0,8,0,94,19,6,10,20,2,13,4,0,330,1,68,1,73,0,4,112,7,39,19,0,1,64,58,2,0
2807912081,1431,944,487,78,2,4,1,5,1,8,0,57,10,0,9,37,0,13,1,0,325,7,81,10,34,3,4,109,19,32,11,0,2,37,33,0,0
2807912082,1054,645,409,51,1,4,1,0,13,1,0,31,19,4,12,17,0,1,0,0,276,1,103,7,42,0,0,72,7,20,16,0,4,46,31,2,0
2807912083,1358,860,498,113,1,4,1,5,6,2,0,90,34,2,27,26,0,11,1,0,265,3,40,8,28,3,0,93,2,68,11,0,2,60,51,0,0
2807912084,1097,794,303,95,3,2,2,4,23,8,2,50,8,0,3,6,0,0,0,0,175,1,39,4,8,1,0,68,10,33,9,0,0,19,18,1,0
2807912086,1093,1054,39,11,0,0,1,3,0,0,0,7,0,0,0,0,0,0,0,0,25,1,2,0,9,1,0,5,3,4,0,0,0,3,3,0,0
2807912087,1772,1618,154,24,0,0,0,4,1,3,0,15,4,0,4,12,0,6,1,0,89,2,17,4,11,3,0,18,5,23,3,1,1,25,21,0,0
2807912088,1969,1090,879,119,0,21,1,1,9,2,5,80,1,0,0,36,3,31,0,0,438,2,161,7,41,2,2,126,26,20,31,1,6,285,275,2,0
2807912089,1322,794,528,59,1,5,0,3,14,4,1,30,4,0,4,9,0,1,0,0,265,5,99,2,50,2,4,57,22,5,14,0,4,191,191,0,0
2807912090,1296,837,459,39,0,2,0,1,5,6,1,22,5,2,3,40,0,31,0,0,244,1,58,4,24,4,1,53,40,26,17,0,0,131,130,0,0
2807912091,1859,1422,437,62,0,14,2,2,15,7,0,19,4,4,0,39,0,22,2,0,268,3,32,13,34,2,8,95,12,33,30,1,1,64,62,0,0
2807912092,1360,959,401,43,0,3,0,1,2,4,2,31,3,0,3,7,0,6,0,0,219,6,73,1,35,2,0,58,7,19,5,3,3,129,127,0,0
2807912093,2006,1190,816,76,0,16,4,5,5,4,1,39,10,0,10,23,4,14,1,0,452,11,243,13,68,0,3,60,4,25,16,1,4,255,249,0,0
2807912094,2020,1159,861,107,0,4,0,8,5,8,0,80,0,0,0,30,1,9,0,0,497,7,176,9,85,9,3,110,24,52,18,0,2,227,211,0,0
2807912096,1603,783,820,73,1,0,1,4,12,8,0,47,4,1,3,10,0,5,2,0,409,12,169,15,52,2,0,89,19,32,12,1,1,324,312,8,0
2807912097,1179,724,455,32,0,10,3,4,3,3,0,8,5,0,4,11,0,11,0,0,250,0,78,6,43,7,4,60,5,15,20,0,7,157,153,0,0
2807912098,1947,1825,122,47,1,0,4,0,3,1,0,36,2,0,1,5,0,5,0,0,56,0,12,2,17,1,0,6,0,11,2,0,1,12,12,0,0
2807912099,1217,1154,63,12,0,0,0,0,0,1,1,10,6,0,6,4,0,4,0,0,37,2,4,0,4,1,0,17,1,1,4,0,1,4,3,0,0
2807912100,1617,1468,149,15,0,5,1,0,1,0,0,7,1,0,0,18,0,5,2,0,113,0,2,1,17,3,0,37,13,23,14,0,3,2,2,0,0
2807912101,1777,1631,146,49,1,18,1,4,3,10,0,9,4,0,1,9,0,0,6,2,81,1,4,0,20,2,2,21,1,22,5,0,3,3,2,0,0
2807912102,2384,2152,232,56,1,10,6,2,8,12,3,14,9,1,6,41,0,29,1,0,104,1,6,10,28,7,3,16,0,17,7,2,1,22,21,0,0
2807912103,2305,1997,308,47,1,0,2,6,0,21,2,15,2,1,1,105,0,83,1,0,145,1,7,3,6,6,3,65,2,22,22,1,0,9,0,0,0
2807912104,3713,2766,947,197,7,14,2,7,19,22,2,122,16,2,7,76,0,59,0,0,369,11,14,19,91,6,3,48,40,66,26,3,27,288,278,4,1
2807912105,1615,1255,360,50,2,4,4,6,1,3,1,26,12,2,4,20,0,3,1,0,128,1,6,9,32,3,0,20,12,35,5,1,1,150,141,1,0
2807912106,2085,1771,314,77,0,15,2,4,19,4,2,25,14,4,7,19,1,12,1,0,135,3,5,8,43,1,1,11,2,48,7,0,4,69,64,0,0
2807912107,2348,1779,569,60,5,6,5,7,3,3,6,20,12,5,6,7,0,3,0,0,181,5,22,4,38,4,0,31,2,27,16,4,10,309,305,0,0
2807912108,2393,1776,617,81,10,8,7,6,13,13,4,19,5,0,5,65,1,47,0,0,287,15,24,15,58,5,4,73,5,38,22,1,13,179,155,5,0
2807913002,1239,1194,45,17,0,1,0,0,0,0,0,16,0,0,0,5,0,3,1,0,21,1,0,8,4,0,0,0,0,5,0,1,0,2,2,0,0
2807913003,839,809,30,9,0,0,0,0,0,1,0,8,0,0,0,11,0,11,0,0,8,0,4,0,1,1,0,0,0,1,1,0,0,2,2,0,0
2807913004,713,686,27,17,0,14,0,0,0,2,0,0,0,0,0,2,0,1,1,0,5,0,0,0,0,5,0,0,0,0,0,0,0,3,3,0,0
2807913005,816,800,16,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,13,0,1,0,1,0,0,4,1,5,1,0,0,1,0,0,0
2807913006,1005,951,54,8,0,0,1,0,0,0,0,7,7,0,7,15,0,3,5,6,24,0,4,2,1,0,0,12,0,2,0,0,0,0,0,0,0
2807913007,1062,1023,39,10,0,1,1,0,0,2,0,3,4,0,4,8,0,8,0,0,17,0,1,1,3,0,1,5,1,2,2,1,0,0,0,0,0
2807913008,1534,1235,299,88,2,7,0,1,5,0,2,70,24,1,8,17,0,9,0,0,166,3,11,3,7,0,0,80,11,37,4,1,1,4,2,0,0
2807913010,1115,944,171,44,0,7,0,0,1,0,0,35,1,0,1,11,0,3,4,0,114,1,0,2,5,1,0,69,13,18,1,1,1,1,1,0,0
2807913011,858,752,106,12,0,0,0,1,0,0,0,10,2,0,1,7,4,1,0,2,84,0,2,4,1,1,0,50,4,8,8,5,0,1,0,0,0
2807913012,1234,1100,134,21,0,5,0,0,0,3,0,12,2,1,0,16,0,7,0,8,90,3,4,2,3,2,4,48,5,16,1,0,2,5,4,0,0
2807913013,1335,1195,140,26,0,0,0,1,2,8,0,15,7,1,3,36,1,33,0,0,66,1,1,0,5,1,0,30,0,23,0,1,0,5,5,0,0
2807913014,1079,1006,73,9,0,0,0,0,0,0,0,9,2,0,2,6,0,0,0,5,55,0,8,0,0,2,0,23,1,7,5,0,1,1,1,0,0
2807913015,723,630,93,18,1,9,0,0,0,0,0,8,0,0,0,13,0,8,0,1,58,0,0,0,6,1,0,33,5,9,2,0,0,4,4,0,0
2807913016,1224,1015,209,49,0,5,0,3,0,2,0,39,10,4,6,19,0,13,3,0,127,4,8,0,3,0,1,70,0,29,2,4,1,4,4,0,0
2807913017,1040,886,154,37,0,1,0,0,9,1,0,26,2,0,1,11,0,2,0,0,99,0,0,1,5,0,0,65,4,11,9,2,0,5,0,0,0
2807913018,959,802,157,27,0,1,0,1,6,1,0,18,0,0,0,5,0,5,0,0,124,2,9,3,1,2,1,53,6,26,3,0,5,1,1,0,0
2807913019,751,642,109,8,0,0,0,0,0,0,0,8,11,0,8,10,0,4,0,0,78,2,0,5,19,1,0,29,3,17,0,0,2,2,0,0,0
2807913021,1024,898,126,12,2,1,0,0,7,0,0,2,6,0,4,11,0,8,0,0,97,3,9,5,2,0,0,37,5,16,7,0,4,0,0,0,0
2807913022,989,842,147,43,0,12,1,2,5,5,0,18,1,1,0,12,0,5,1,2,91,0,2,11,4,0,0,37,1,20,4,0,1,0,0,0,0
2807913023,930,773,157,28,0,0,0,0,4,2,1,19,2,0,2,24,0,7,2,11,97,4,10,10,1,0,4,41,3,14,3,0,0,6,6,0,0
2807913024,867,668,199,46,0,3,0,2,1,0,0,40,4,1,2,20,0,18,0,0,103,0,9,5,13,2,0,49,1,8,5,4,1,26,24,0,0
2807913025,674,567,107,36,1,0,0,3,7,5,1,17,9,1,8,3,0,3,0,0,58,0,8,0,12,0,0,18,2,14,2,0,0,1,0,0,0
2807913026,945,867,78,10,0,2,0,1,0,0,0,7,0,0,0,12,0,9,1,0,54,3,5,4,2,3,0,18,3,7,8,0,0,2,2,0,0
2807913027,780,698,82,13,0,0,0,0,4,1,0,7,5,2,3,32,0,26,2,0,31,0,5,1,5,0,0,15,0,0,0,5,0,1,1,0,0
2807913028,791,749,42,8,0,0,0,4,1,0,0,2,0,0,0,10,2,8,0,0,21,6,0,1,0,0,0,4,0,1,1,5,0,3,2,1,0
2807913029,1263,1159,104,14,0,5,1,2,1,0,0,5,5,2,3,25,0,16,2,0,59,0,14,0,6,0,0,21,1,5,4,5,2,1,0,0,0
2807913030,1211,1053,158,35,1,0,2,2,6,5,1,18,0,0,0,26,0,24,1,0,92,1,7,19,10,0,1,43,1,4,2,0,0,5,4,0,0
2807913031,1159,782,377,110,0,37,2,3,17,4,0,47,31,1,28,24,0,17,0,0,191,1,38,8,2,2,0,96,8,22,10,0,0,21,16,0,0
2807913032,2056,1562,494,168,0,43,2,8,16,3,0,96,20,3,16,48,0,25,0,14,222,1,42,5,13,8,10,98,3,24,12,1,2,36,14,0,0
2807913033,1338,1007,331,74,0,11,3,4,10,6,0,40,5,2,3,51,10,25,8,0,184,1,31,5,17,0,3,74,4,13,9,5,1,17,13,0,0
2807913034,1269,977,292,58,0,7,0,1,5,5,0,38,1,1,0,20,1,15,4,0,186,0,23,0,17,0,0,101,6,24,6,1,5,27,25,1,0
2807913035,2655,2298,357,112,1,7,1,3,7,6,1,85,9,0,8,48,1,34,0,0,172,5,18,5,18,0,6,67,2,24,13,0,4,16,14,0,0
2807913036,1114,786,328,77,0,4,1,0,8,2,0,60,2,0,2,36,3,19,1,0,196,2,21,3,21,2,2,100,2,16,16,0,1,17,17,0,0
2807913037,1380,984,396,104,0,6,0,4,8,7,1,76,10,1,9,56,1,28,0,5,187,5,28,5,13,0,0,69,10,17,24,1,3,39,10,0,0
2807913038,954,612,342,49,1,7,0,1,0,9,0,30,5,0,5,61,1,58,0,0,209,4,12,6,6,3,2,94,5,36,22,0,2,18,4,10,0
2807913039,1083,698,385,52,1,6,1,1,5,6,0,29,11,0,11,41,0,33,1,2,224,5,16,6,23,5,1,89,6,29,17,0,1,57,39,0,0
2807913040,1408,974,434,77,0,11,7,4,2,6,1,43,2,0,0,76,2,58,2,3,234,5,29,15,21,13,0,77,8,15,27,1,10,45,40,0,0
2807913041,1914,1235,679,147,2,8,4,6,6,12,1,102,9,3,1,85,7,63,3,1,344,13,36,13,24,6,1,147,15,48,29,1,3,94,82,0,0
2807913042,1435,815,620,79,2,7,4,11,7,3,1,42,3,1,0,53,4,47,0,0,424,2,79,18,38,4,3,160,16,55,41,1,2,61,32,0,0
2807913043,1533,846,687,71,4,1,4,12,4,10,2,32,13,4,9,59,0,50,1,7,393,6,73,4,37,9,7,127,26,45,40,0,13,151,142,0,0
2807913044,2126,1245,881,134,1,26,3,6,10,14,0,69,11,2,0,117,4,102,1,2,434,6,45,28,28,9,0,171,20,42,46,0,6,185,154,1,0
2807913045,1536,974,562,66,3,3,0,4,6,2,1,44,1,0,1,62,6,51,0,1,332,5,33,14,19,2,3,117,21,24,44,2,3,101,96,4,0
2807913046,1922,1267,655,136,2,10,4,6,5,13,1,94,2,0,0,101,0,92,0,0,336,3,46,20,31,10,0,132,7,33,35,0,2,80,60,3,0
2807913047,1485,1180,305,76,0,10,2,4,4,7,1,46,7,4,3,44,0,42,1,0,139,0,14,13,12,3,2,42,10,9,13,3,5,39,21,1,0
2807913048,1483,927,556,73,2,0,0,2,0,7,0,61,11,1,10,87,0,66,0,2,359,0,59,15,46,2,5,124,20,54,15,1,5,26,18,0,0
2807913049,2155,1562,593,123,2,7,2,10,5,3,1,93,15,0,14,51,0,33,1,2,322,7,48,7,11,1,3,117,9,62,38,0,10,82,69,0,0
2807913050,1143,731,412,46,1,5,3,3,17,4,1,11,1,0,1,74,0,69,0,3,222,3,31,6,17,2,7,77,10,22,35,2,6,69,67,1,0
2807913052,1086,709,377,65,0,1,1,6,15,2,0,40,8,0,7,11,0,9,0,1,207,3,27,4,17,2,0,64,19,42,22,1,2,86,70,5,0
2807913053,1375,916,459,70,3,1,2,2,15,1,1,43,0,0,0,31,1,29,0,0,281,0,31,1,10,2,10,99,34,45,35,5,7,77,74,0,0
2807913054,1861,1291,570,87,1,12,1,6,2,11,0,53,10,1,5,59,0,46,0,2,351,7,42,10,36,11,2,141,14,38,25,1,2,63,58,0,0
2807913055,1314,940,374,46,1,8,0,5,0,6,0,25,9,0,5,37,0,19,0,0,232,2,41,0,6,0,0,112,6,36,23,0,4,50,47,0,0
2807913056,1427,1111,316,53,0,2,0,2,4,9,1,34,0,0,0,61,0,39,0,1,165,1,17,9,10,5,1,81,6,16,12,0,3,37,29,0,0
2807913057,1739,1149,590,70,0,6,0,3,2,15,0,38,13,0,9,111,0,84,0,1,337,0,53,12,23,5,6,157,17,32,5,0,7,59,43,0,0
2807913058,1089,752,337,40,1,6,0,5,0,2,0,25,17,3,3,68,0,32,4,11,206,2,36,5,3,1,4,79,6,40,25,0,1,6,5,0,0
2807913059,1200,866,334,72,1,9,4,0,7,9,0,41,6,0,1,56,0,36,1,0,181,5,22,2,18,5,1,71,7,26,15,1,6,19,8,0,0
2807913060,1187,879,308,51,0,6,0,7,5,2,0,31,11,1,3,46,0,27,0,0,198,0,30,0,20,0,0,111,7,19,9,0,0,2,2,0,0
2807913061,970,682,288,71,1,6,0,2,8,7,1,45,13,0,8,30,0,27,0,0,155,0,14,5,16,1,13,52,6,26,9,1,3,19,14,0,0
2807913062,1172,781,391,87,0,6,0,5,1,5,0,68,6,0,5,71,1,33,3,9,220,0,42,6,11,0,1,97,13,23,18,0,8,7,5,2,0
2807913063,1054,733,321,39,0,9,0,0,1,3,0,25,6,0,5,39,0,33,4,2,186,6,27,2,3,3,0,81,6,25,26,1,1,51,32,0,0
2807913064,835,607,228,66,0,15,0,6,2,2,0,41,2,0,2,33,0,17,0,1,121,4,19,4,8,0,2,45,7,20,6,5,0,6,6,0,0
2807913065,1006,714,292,28,0,2,0,0,0,1,0,24,4,0,0,73,0,42,3,4,172,2,5,5,6,3,6,102,10,14,11,0,0,15,14,0,0
2807913066,1134,825,309,60,0,18,1,4,0,5,0,31,11,0,0,45,0,40,0,5,188,1,16,2,16,1,2,94,12,23,15,0,2,5,0,0,0
2807913069,898,629,269,47,0,0,0,0,1,3,0,43,9,0,4,26,0,10,0,5,167,0,8,9,11,2,1,87,1,27,6,4,2,20,16,0,0
2807913074,2214,2038,176,65,2,9,0,3,1,2,1,44,13,0,10,7,0,6,0,1,85,3,7,1,6,4,0,28,2,17,1,5,3,5,4,0,1
2807913077,1603,1432,171,67,0,23,4,1,8,0,0,30,3,3,0,21,0,1,0,20,60,0,8,0,6,1,0,25,6,7,2,0,2,20,10,0,0
2807913078,1837,1571,266,44,2,1,4,4,4,1,0,25,11,3,0,26,0,14,2,0,165,3,29,7,17,2,0,48,2,40,12,0,0,20,6,0,0
2807913079,1615,1081,534,91,1,3,1,2,5,13,1,57,17,1,8,58,0,34,4,4,337,1,43,5,21,2,2,141,4,55,46,1,4,31,17,0,0
2807913080,1402,948,454,60,3,2,2,1,0,6,3,40,4,0,4,45,2,30,1,4,278,5,14,16,24,2,2,95,14,39,49,4,4,67,61,0,0
2807913083,1779,1165,614,32,0,5,2,2,1,4,2,11,6,0,5,16,1,14,1,0,425,5,71,7,30,2,0,175,25,49,42,0,11,135,131,0,0
2807913084,935,627,308,32,0,2,0,3,0,1,0,25,3,0,3,9,0,7,0,2,217,2,54,12,8,2,1,78,2,33,19,0,3,47,42,0,0
2807913086,1406,982,424,114,1,21,0,8,21,1,0,56,26,3,9,16,1,1,0,8,250,2,22,14,12,5,4,88,15,42,19,4,1,18,17,0,0
2807913087,822,636,186,36,1,0,2,5,7,0,1,19,1,1,0,20,0,1,0,6,124,1,9,6,0,5,0,37,9,28,12,1,0,5,5,0,0
2807913088,1075,922,153,48,2,4,0,2,3,2,2,29,2,0,2,3,0,3,0,0,82,0,14,10,3,0,0,25,10,5,9,1,1,18,18,0,0
2807913089,838,631,207,45,1,0,0,3,6,3,0,32,2,1,1,27,2,16,0,0,125,1,11,0,13,4,0,58,6,14,3,3,0,8,0,0,0
2807913090,970,705,265,85,0,2,1,6,10,2,0,64,5,0,4,22,0,22,0,0,145,0,24,4,13,1,2,60,3,20,12,3,3,8,7,0,0
2807913091,1181,900,281,55,1,4,1,0,3,6,1,39,7,6,1,40,1,35,2,0,176,1,31,2,9,1,4,61,25,20,17,0,2,3,0,0,0
