Estadística del Padrón Continuo,,,,,,,,,
28.- Madrid, Comunidad de ,,,,,,,,
Población por sexo, Sección y relación lugar de nacimiento y residencia.,,,,,,,,
Unidades: Personas,,,,,,,,,
,,,,,,,,,
CUSEC,Total,Nacidos en España,En la misma Comunidad Autónoma,Misma Comunidad Autónoma. Misma Provincia,Misma Comunidad Autónoma. Misma Provincia. Mismo Municipio,Misma Comunidad Autónoma. Misma Provincia. Distinto Municipio,Misma Comunidad Autónoma. Distinta Provincia,En distinta Comunidad Autónoma,Nacidos en el Extranjero
2807901016,1028,792,513,513,497,16,0,279,236
2807901018,1693,1370,835,835,800,35,0,535,323
2807901019,1206,1006,640,640,621,19,0,366,200
2807901020,1179,967,622,622,600,22,0,345,212
2807901021,1815,1488,938,938,910,28,0,550,327
2807901022,1210,903,517,517,500,17,0,386,307
2807901023,1406,986,585,585,567,18,0,401,420
2807901024,1226,906,486,486,474,12,0,420,320
2807901025,900,642,392,392,381,11,0,250,258
2807901026,1365,961,511,511,491,20,0,450,404
2807901027,1167,828,395,395,382,13,0,433,339
2807901028,1361,886,482,482,467,15,0,404,475
2807901029,1365,907,529,529,514,15,0,378,458
2807901030,1037,709,434,434,426,8,0,275,328
2807901031,1120,815,530,530,513,17,0,285,305
2807901032,1829,1428,911,911,879,32,0,517,401
2807901033,1226,820,470,470,455,15,0,350,406
2807901034,1568,776,459,459,444,15,0,317,792
2807901035,1487,939,597,597,574,23,0,342,548
2807901036,1088,752,437,437,426,11,0,315,336
2807901037,1145,756,475,475,459,16,0,281,389
2807901038,1172,711,418,418,408,10,0,293,461
2807901039,1014,651,377,377,365,12,0,274,363
2807901040,796,528,312,312,305,7,0,216,268
2807901041,988,566,331,331,317,14,0,235,422
2807901042,1078,673,397,397,384,13,0,276,405
2807901043,1174,668,424,424,421,3,0,244,506
2807901045,1287,811,430,430,419,11,0,381,476
2807901046,1560,1033,606,606,576,30,0,427,527
2807901047,2205,1311,741,741,727,14,0,570,894
2807901048,1297,815,483,483,465,18,0,332,482
2807901049,1320,781,441,441,424,17,0,340,539
2807901050,1344,820,457,457,443,14,0,363,524
2807901051,1355,804,426,426,412,14,0,378,551
2807901053,1298,886,499,499,484,15,0,387,412
2807901054,888,575,336,336,330,6,0,239,313
2807901055,1022,786,456,456,439,17,0,330,236
2807901056,851,664,399,399,386,13,0,265,187
2807901057,1398,1156,685,685,662,23,0,471,242
2807901058,678,502,267,267,262,5,0,235,176
2807901059,1421,1043,555,555,526,29,0,488,378
2807901061,764,574,306,306,299,7,0,268,190
2807901062,985,741,420,420,410,10,0,321,244
2807901063,753,531,334,334,320,14,0,197,222
2807901064,733,508,274,274,266,8,0,234,225
2807901065,798,561,303,303,294,9,0,258,237
2807901066,1484,997,599,599,575,24,0,398,487
2807901067,1048,694,386,386,374,12,0,308,354
2807901068,816,568,312,312,307,5,0,256,248
2807901069,924,567,279,279,273,6,0,288,357
2807901071,703,538,302,302,298,4,0,236,165
2807901072,1524,1105,609,609,585,24,0,496,419
2807901073,1479,1129,635,635,623,12,0,494,350
2807901074,1510,950,449,449,438,11,0,501,560
2807901075,1377,818,397,397,383,14,0,421,559
2807901076,1302,821,399,399,386,13,0,422,481
2807901077,1212,920,517,517,503,14,0,403,292
2807901079,1363,1001,561,561,548,13,0,440,362
2807901081,1568,1022,527,527,507,20,0,495,546
2807901082,1560,1151,618,618,607,11,0,533,409
2807901084,1352,1038,562,562,552,10,0,476,314
2807901087,1250,976,597,597,586,11,0,379,274
2807901088,1029,828,462,462,450,12,0,366,201
2807901089,1398,1102,611,611,584,27,0,491,296
2807901090,820,644,315,315,308,7,0,329,176
2807901091,1058,763,454,454,444,10,0,309,295
2807901092,711,517,290,290,279,11,0,227,194
2807901093,1417,935,511,511,496,15,0,424,482
2807901094,1362,909,493,493,471,22,0,416,453
2807901095,1406,883,442,442,426,16,0,441,523
2807901096,1064,647,383,383,372,11,0,264,417
2807901097,1352,952,559,559,550,9,0,393,400
2807901098,1171,796,418,418,409,9,0,378,375
2807901099,1145,818,416,416,404,12,0,402,327
2807901100,1090,776,406,406,389,17,0,370,314
2807901101,1212,790,409,409,397,12,0,381,422
2807901102,1137,832,475,475,464,11,0,357,305
2807901103,1302,1013,546,546,525,21,0,467,289
2807901104,1158,874,497,497,478,19,0,377,284
2807901105,1158,914,477,477,465,12,0,437,244
2807901106,1065,918,550,550,526,24,0,368,147
2807901107,1096,902,471,471,450,21,0,431,194
2807901108,1308,1028,582,582,567,15,0,446,280
2807901109,880,616,358,358,350,8,0,258,264
2807901110,886,627,328,328,320,8,0,299,259
2807901111,960,672,351,351,335,16,0,321,288
2807901112,1049,671,332,332,320,12,0,339,378
2807901113,1117,683,371,371,365,6,0,312,434
2807901114,1493,912,459,459,444,15,0,453,581
2807901115,1019,636,308,308,298,10,0,328,383
2807901116,1302,786,347,347,332,15,0,439,516
2807901117,1629,1059,544,544,533,11,0,515,570
2807901118,809,451,212,212,204,8,0,239,358
2807901119,1078,569,253,253,244,9,0,316,509
2807901120,787,497,248,248,241,7,0,249,290
2807901121,1600,1124,629,629,613,16,0,495,476
2807901123,704,512,301,301,296,5,0,211,192
2807901124,730,499,259,259,255,4,0,240,231
2807902001,1092,834,487,487,472,15,0,347,258
2807902002,1462,1198,754,754,716,38,0,444,264
2807902003,1187,1059,626,626,592,34,0,433,128
2807902004,1006,894,475,475,458,17,0,419,112
2807902005,769,642,398,398,382,16,0,244,127
2807902006,2183,2004,1204,1204,1164,40,0,800,179
2807902007,744,670,329,329,310,19,0,341,74
2807902008,1670,1363,835,835,812,23,0,528,307
2807902009,2008,1896,1211,1211,1197,14,0,685,112
2807902010,1055,915,534,534,512,22,0,381,140
2807902011,1207,1092,761,761,732,29,0,331,115
2807902013,1187,1062,634,634,612,22,0,428,125
2807902014,1122,973,607,607,584,23,0,366,149
2807902015,1593,1384,947,947,931,16,0,437,209
2807902016,1778,1632,1023,1023,991,32,0,609,146
2807902017,1819,1698,1115,1115,1076,39,0,583,121
2807902018,2186,2052,1237,1237,1196,41,0,815,134
2807902019,1548,1474,909,909,888,21,0,565,74
2807902020,1098,980,623,623,608,15,0,357,118
2807902021,1104,945,554,554,537,17,0,391,159
2807902022,1007,745,473,473,456,17,0,272,262
2807902023,1176,924,573,573,557,16,0,351,252
2807902024,1667,1396,849,849,826,23,0,547,271
2807902025,790,584,339,339,328,11,0,245,206
2807902026,1308,1112,661,661,629,32,0,451,196
2807902027,956,900,522,522,495,27,0,378,56
2807902028,846,596,348,348,338,10,0,248,250
2807902029,720,503,310,310,305,5,0,193,217
2807902030,1322,1169,673,673,651,22,0,496,153
2807902031,1120,1040,642,642,633,9,0,398,80
2807902032,649,571,343,343,328,15,0,228,78
2807902033,1212,1029,620,620,606,14,0,409,183
2807902034,871,708,459,459,447,12,0,249,163
2807902035,1001,799,455,455,450,5,0,344,202
2807902036,951,837,522,522,502,20,0,315,114
2807902037,1202,1103,697,697,664,33,0,406,99
2807902038,994,903,572,572,547,25,0,331,91
2807902039,690,602,332,332,321,11,0,270,88
2807902040,1698,1391,854,854,828,26,0,537,307
2807902041,1937,1435,872,872,841,31,0,563,502
2807902042,1805,1433,854,854,818,36,0,579,372
2807902043,1040,760,458,458,442,16,0,302,280
2807902044,1758,1216,778,778,760,18,0,438,542
2807902045,1056,686,408,408,401,7,0,278,370
2807902046,1357,829,521,521,501,20,0,308,528
2807902047,1534,904,583,583,568,15,0,321,630
2807902048,1164,809,474,474,461,13,0,335,355
2807902049,1715,1554,1035,1035,1013,22,0,519,161
2807902050,1592,1086,633,633,608,25,0,453,506
2807902051,1712,1491,919,919,878,41,0,572,221
2807902052,1425,1330,917,917,898,19,0,413,95
2807902053,1665,1444,858,858,834,24,0,586,221
2807902054,1138,830,495,495,480,15,0,335,308
2807902055,1192,969,566,566,540,26,0,403,223
2807902056,1052,798,459,459,440,19,0,339,254
2807902057,1514,1063,589,589,575,14,0,474,451
2807902058,1565,1094,629,629,605,24,0,465,471
2807902059,707,543,308,308,298,10,0,235,164
2807902060,1283,1006,570,570,548,22,0,436,277
2807902061,835,644,351,351,336,15,0,293,191
2807902062,1025,726,442,442,425,17,0,284,299
2807902063,1556,1238,683,683,656,27,0,555,318
2807902064,1683,1380,796,796,756,40,0,584,303
2807902065,1613,1157,663,663,641,22,0,494,456
2807902066,2565,2074,1269,1269,1223,46,0,805,491
2807902067,1420,1034,646,646,629,17,0,388,386
2807902068,1216,744,437,437,427,10,0,307,472
2807902069,832,694,397,397,388,9,0,297,138
2807902070,1347,1117,639,639,611,28,0,478,230
2807902071,1437,1193,704,704,677,27,0,489,244
2807902072,1585,1271,731,731,712,19,0,540,314
2807902073,1725,1384,801,801,776,25,0,583,341
2807902074,1743,1381,790,790,761,29,0,591,362
2807902075,1990,1349,793,793,761,32,0,556,641
2807902077,1117,840,493,493,482,11,0,347,277
2807902078,808,620,344,344,337,7,0,276,188
2807902079,1182,962,571,571,553,18,0,391,220
2807902080,924,778,394,394,374,20,0,384,146
2807902081,1112,848,457,457,441,16,0,391,264
2807902082,1293,870,473,473,462,11,0,397,423
2807902083,1107,1009,775,775,757,18,0,234,98
2807902085,1280,1218,806,806,777,29,0,412,62
2807902086,1334,1184,732,732,707,25,0,452,150
2807902087,2212,2072,1365,1365,1323,42,0,707,140
2807902088,697,593,341,341,327,14,0,252,104
2807902089,1124,1023,627,627,609,18,0,396,101
2807902090,1878,1748,1235,1235,1202,33,0,513,130
2807902091,1187,1086,696,696,674,22,0,390,101
2807902092,1921,1750,1077,1077,1047,30,0,673,171
2807902093,1539,1417,988,988,967,21,0,429,122
2807902094,1786,1713,1111,1111,1080,31,0,602,73
2807902095,1667,1520,981,981,935,46,0,539,147
2807902096,1729,1655,1154,1154,1125,29,0,501,74
2807902097,2752,2533,1743,1743,1704,39,0,790,219
2807902098,1276,1098,726,726,702,24,0,372,178
2807902099,3170,2789,1890,1890,1834,56,0,899,381
2807902100,1395,1195,837,837,813,24,0,358,200
2807902101,1551,1414,988,988,963,25,0,426,137
2807902102,1810,1665,1258,1258,1229,29,0,407,145
2807902103,2498,2152,1388,1388,1340,48,0,764,346
2807902104,2516,2251,1445,1445,1394,51,0,806,265
2807902105,2607,2248,1511,1511,1448,63,0,737,359
2807902106,2373,2174,1500,1500,1453,47,0,674,199
2807902107,1282,1161,790,790,766,24,0,371,121
2807902108,989,937,562,562,545,17,0,375,52
2807902109,1477,1326,800,800,777,23,0,526,151
2807902110,1584,1448,1022,1022,989,33,0,426,136
2807903001,1729,1610,1086,1086,1058,28,0,524,119
2807903002,971,747,439,439,431,8,0,308,224
2807903003,894,771,497,497,477,20,0,274,123
2807903004,1039,784,451,451,434,17,0,333,255
2807903005,750,575,350,350,340,10,0,225,175
2807903006,2132,1961,1209,1209,1177,32,0,752,171
2807903007,930,670,414,414,403,11,0,256,260
2807903008,1072,927,558,558,544,14,0,369,145
2807903009,962,857,558,558,537,21,0,299,105
2807903010,1024,950,618,618,600,18,0,332,74
2807903011,1072,915,584,584,572,12,0,331,157
2807903012,1007,906,576,576,557,19,0,330,101
2807903013,1036,903,600,600,581,19,0,303,133
2807903014,1278,1126,762,762,744,18,0,364,152
2807903015,1019,792,504,504,489,15,0,288,227
2807903016,790,558,349,349,331,18,0,209,232
2807903017,1218,1050,669,669,640,29,0,381,168
2807903018,1896,1617,1018,1018,980,38,0,599,279
2807903019,1887,1742,1130,1130,1102,28,0,612,145
2807903020,1289,1048,637,637,613,24,0,411,241
2807903021,1687,1368,867,867,841,26,0,501,319
2807903022,1099,746,420,420,399,21,0,326,353
2807903023,982,849,502,502,488,14,0,347,133
2807903024,1244,1101,665,665,644,21,0,436,143
2807903025,2230,1950,1290,1290,1251,39,0,660,280
2807903026,1755,1501,988,988,961,27,0,513,254
2807903027,1224,1027,637,637,615,22,0,390,197
2807903028,1499,1298,895,895,869,26,0,403,201
2807903029,1485,1370,935,935,916,19,0,435,115
2807903030,772,746,460,460,443,17,0,286,26
2807903031,1111,971,643,643,625,18,0,328,140
2807903032,1041,963,627,627,611,16,0,336,78
2807903033,1566,1398,941,941,919,22,0,457,168
2807903034,1407,1284,934,934,899,35,0,350,123
2807903035,1137,1042,670,670,650,20,0,372,95
2807903036,964,902,608,608,590,18,0,294,62
2807903037,1372,1311,917,917,891,26,0,394,61
2807903038,1110,1045,720,720,706,14,0,325,65
2807903039,861,821,553,553,545,8,0,268,40
2807903040,795,746,511,511,499,12,0,235,49
2807903041,1198,1100,749,749,730,19,0,351,98
2807903042,1117,1026,721,721,700,21,0,305,91
2807903044,1119,1012,753,753,743,10,0,259,107
2807903045,1041,963,603,603,588,15,0,360,78
2807903046,902,835,553,553,542,11,0,282,67
2807903047,1578,1383,889,889,873,16,0,494,195
2807903048,1152,1011,638,638,617,21,0,373,141
2807903049,1785,1600,1032,1032,1004,28,0,568,185
2807903050,1326,1147,733,733,720,13,0,414,179
2807903051,1148,986,659,659,644,15,0,327,162
2807903052,974,851,588,588,573,15,0,263,123
2807903053,1395,1188,810,810,788,22,0,378,207
2807903054,1297,1104,701,701,682,19,0,403,193
2807903055,906,704,394,394,382,12,0,310,202
2807903056,1120,991,662,662,643,19,0,329,129
2807903057,1066,933,612,612,599,13,0,321,133
2807903058,1241,935,551,551,544,7,0,384,306
2807903059,1145,887,557,557,546,11,0,330,258
2807903060,728,612,394,394,387,7,0,218,116
2807903061,899,688,439,439,425,14,0,249,211
2807903062,637,530,321,321,314,7,0,209,107
2807903063,799,681,454,454,446,8,0,227,118
2807903064,957,872,588,588,579,9,0,284,85
2807903065,742,642,456,456,446,10,0,186,100
2807903066,876,732,473,473,458,15,0,259,144
2807903067,1156,991,675,675,663,12,0,316,165
2807903069,944,745,422,422,416,6,0,323,199
2807903070,765,608,437,437,429,8,0,171,157
2807903071,1504,1108,725,725,711,14,0,383,396
2807903073,1606,1413,781,781,751,30,0,632,193
2807903074,1154,1053,580,580,559,21,0,473,101
2807903076,1078,990,546,546,526,20,0,444,88
2807903077,1627,1456,954,954,942,12,0,502,171
2807903078,1493,1369,930,930,904,26,0,439,124
2807903079,1260,1126,739,739,720,19,0,387,134
2807903080,1743,1583,1101,1101,1058,43,0,482,160
2807903081,1834,1708,1174,1174,1151,23,0,534,126
2807903082,1483,1345,956,956,930,26,0,389,138
2807903084,1534,1363,973,973,957,16,0,390,171
2807903085,837,758,477,477,469,8,0,281,79
2807903086,1016,888,581,581,569,12,0,307,128
2807903087,1724,1617,1065,1065,1045,20,0,552,107
2807903088,621,560,349,349,337,12,0,211,61
2807903089,1953,1856,1124,1124,1090,34,0,732,97
2807903090,1178,1143,763,763,747,16,0,380,35
2807903091,1677,1587,1037,1037,1008,29,0,550,90
2807903092,2163,2012,1301,1301,1256,45,0,711,151
2807903093,1187,1141,738,738,715,23,0,403,46
2807903094,795,753,508,508,495,13,0,245,42
2807903095,1926,1774,1153,1153,1119,34,0,621,152
2807903096,2004,1887,1235,1235,1197,38,0,652,117
2807903097,2596,2375,1571,1571,1532,39,0,804,221
2807903098,1820,1556,1062,1062,1035,27,0,494,264
2807903099,1360,1183,720,720,692,28,0,463,177
2807904001,956,639,370,370,361,9,0,269,317
2807904002,1053,824,537,537,525,12,0,287,229
2807904003,792,608,368,368,360,8,0,240,184
2807904004,893,727,386,386,381,5,0,341,166
2807904005,843,675,381,381,373,8,0,294,168
2807904006,959,725,403,403,392,11,0,322,234
2807904007,1343,1020,557,557,544,13,0,463,323
2807904008,1138,802,475,475,473,2,0,327,336
2807904009,1852,1562,948,948,936,12,0,614,290
2807904010,774,623,386,386,375,11,0,237,151
2807904011,1480,1220,724,724,712,12,0,496,260
2807904012,1265,1001,606,606,595,11,0,395,264
2807904013,969,748,451,451,444,7,0,297,221
2807904014,1194,931,559,559,549,10,0,372,263
2807904015,1273,1032,646,646,629,17,0,386,241
2807904016,1336,1058,617,617,602,15,0,441,278
2807904017,1298,1053,632,632,611,21,0,421,245
2807904018,1241,1051,664,664,654,10,0,387,190
2807904019,697,538,287,287,278,9,0,251,159
2807904020,723,558,326,326,308,18,0,232,165
2807904021,852,682,383,383,372,11,0,299,170
2807904023,816,650,373,373,359,14,0,277,166
2807904024,1296,970,569,569,556,13,0,401,326
2807904025,908,736,388,388,367,21,0,348,172
2807904026,835,683,396,396,388,8,0,287,152
2807904027,1512,1119,666,666,653,13,0,453,393
2807904028,1367,1035,607,607,585,22,0,428,332
2807904029,1429,1192,671,671,647,24,0,521,237
2807904030,1409,1162,655,655,634,21,0,507,247
2807904031,883,687,413,413,394,19,0,274,196
2807904032,790,636,376,376,368,8,0,260,154
2807904033,1035,879,533,533,519,14,0,346,156
2807904034,1551,1292,786,786,770,16,0,506,259
2807904035,1424,1112,646,646,630,16,0,466,312
2807904036,789,665,438,438,422,16,0,227,124
2807904037,796,683,413,413,406,7,0,270,113
2807904038,1068,846,490,490,479,11,0,356,222
2807904039,825,690,406,406,393,13,0,284,135
2807904040,796,707,470,470,463,7,0,237,89
2807904041,968,782,472,472,464,8,0,310,186
2807904042,1356,1166,766,766,743,23,0,400,190
2807904043,1379,1200,763,763,750,13,0,437,179
2807904044,1521,1267,825,825,805,20,0,442,254
2807904045,1411,1202,746,746,728,18,0,456,209
2807904046,651,565,385,385,372,13,0,180,86
2807904047,1126,975,608,608,586,22,0,367,151
2807904048,986,742,428,428,420,8,0,314,244
2807904049,1342,1017,634,634,614,20,0,383,325
2807904050,661,501,291,291,286,5,0,210,160
2807904051,1211,942,573,573,549,24,0,369,269
2807904052,1109,860,530,530,519,11,0,330,249
2807904053,1133,948,592,592,578,14,0,356,185
2807904054,1231,1068,686,686,671,15,0,382,163
2807904055,1600,1366,805,805,791,14,0,561,234
2807904056,1460,1224,710,710,690,20,0,514,236
2807904057,1125,908,520,520,510,10,0,388,217
2807904058,1309,1046,632,632,610,22,0,414,263
2807904060,1339,1044,612,612,595,17,0,432,295
2807904061,1395,1188,724,724,704,20,0,464,207
2807904062,1290,1008,640,640,628,12,0,368,282
2807904063,1586,1204,737,737,721,16,0,467,382
2807904064,1022,852,496,496,483,13,0,356,170
2807904065,1654,1398,808,808,791,17,0,590,256
2807904067,1063,890,539,539,519,20,0,351,173
2807904068,993,829,487,487,472,15,0,342,164
2807904069,1544,1275,868,868,847,21,0,407,269
2807904070,1245,986,658,658,645,13,0,328,259
2807904071,1197,1023,720,720,710,10,0,303,174
2807904072,696,629,454,454,442,12,0,175,67
2807904073,1380,1262,834,834,812,22,0,428,118
2807904074,1115,1012,666,666,655,11,0,346,103
2807904075,927,873,585,585,574,11,0,288,54
2807904076,950,877,621,621,613,8,0,256,73
2807904077,1098,1029,682,682,670,12,0,347,69
2807904078,664,627,427,427,421,6,0,200,37
2807904079,1115,1023,713,713,707,6,0,310,92
2807904080,774,712,509,509,502,7,0,203,62
2807904081,1100,997,696,696,682,14,0,301,103
2807904082,825,740,496,496,484,12,0,244,85
2807904083,724,625,445,445,431,14,0,180,99
2807904084,821,744,531,531,520,11,0,213,77
2807904085,1919,1625,1084,1084,1057,27,0,541,294
2807904086,2595,2195,1357,1357,1328,29,0,838,400
2807904087,2327,1887,1112,1112,1089,23,0,775,440
2807904088,1973,1564,858,858,820,38,0,706,409
2807904089,761,606,320,320,311,9,0,286,155
2807904090,1188,918,552,552,539,13,0,366,270
2807904091,1403,1019,561,561,548,13,0,458,384
2807904092,917,768,431,431,423,8,0,337,149
2807904093,1069,755,428,428,420,8,0,327,314
2807904094,1340,1121,677,677,651,26,0,444,219
2807904095,677,507,278,278,271,7,0,229,170
2807904096,782,619,395,395,392,3,0,224,163
2807904097,993,788,481,481,472,9,0,307,205
2807904098,1287,1116,683,683,671,12,0,433,171
2807904099,1119,854,501,501,491,10,0,353,265
2807904100,803,690,419,419,411,8,0,271,113
2807904101,851,571,312,312,305,7,0,259,280
2807904102,1154,821,437,437,425,12,0,384,333
2807904103,1209,936,542,542,531,11,0,394,273
2807904104,1165,910,541,541,516,25,0,369,255
2807904105,1124,949,559,559,547,12,0,390,175
2807904106,1080,832,483,483,466,17,0,349,248
2807904107,687,583,359,359,352,7,0,224,104
2807904108,973,772,466,466,464,2,0,306,201
2807904109,1613,1362,835,835,814,21,0,527,251
2807904110,1117,861,511,511,506,5,0,350,256
2807904111,1763,1510,942,942,919,23,0,568,253
2807904112,1239,971,569,569,563,6,0,402,268
2807904113,1119,898,562,562,549,13,0,336,221
2807904114,1458,1189,772,772,757,15,0,417,269
2807904115,1910,1554,980,980,961,19,0,574,356
2807904116,913,660,410,410,405,5,0,250,253
2807904117,833,655,365,365,358,7,0,290,178
2807904118,794,588,369,369,364,5,0,219,206
2807904119,1407,1092,626,626,620,6,0,466,315
2807904120,938,810,519,519,513,6,0,291,128
2807904121,1198,1010,657,657,650,7,0,353,188
2807904123,1429,1141,698,698,679,19,0,443,288
2807904124,999,679,359,359,349,10,0,320,320
2807904126,1463,1139,687,687,680,7,0,452,324
2807904127,1048,682,402,402,394,8,0,280,366
2807904128,1059,677,396,396,391,5,0,281,382
2807904129,739,543,302,302,298,4,0,241,196
2807904130,822,635,374,374,370,4,0,261,187
2807905001,1132,933,597,597,589,8,0,336,199
2807905002,1621,1250,826,826,820,6,0,424,371
2807905003,1865,1555,1032,1032,1016,16,0,523,310
2807905004,1421,1217,817,817,811,6,0,400,204
2807905005,1378,1199,835,835,818,17,0,364,179
2807905006,1271,1073,748,748,739,9,0,325,198
2807905007,1905,1660,1123,1123,1105,18,0,537,245
2807905008,1557,1240,879,879,869,10,0,361,317
2807905009,1189,999,688,688,681,7,0,311,190
2807905010,908,693,459,459,453,6,0,234,215
2807905011,812,636,429,429,418,11,0,207,176
2807905012,1164,911,582,582,572,10,0,329,253
2807905013,825,710,451,451,436,15,0,259,115
2807905014,1070,880,561,561,547,14,0,319,190
2807905015,1020,815,470,470,458,12,0,345,205
2807905016,849,644,383,383,373,10,0,261,205
2807905017,1341,1071,618,618,606,12,0,453,270
2807905018,1233,989,595,595,575,20,0,394,244
2807905019,919,726,423,423,413,10,0,303,193
2807905020,1200,988,635,635,626,9,0,353,212
2807905021,802,584,371,371,361,10,0,213,218
2807905022,1418,1154,754,754,741,13,0,400,264
2807905023,1376,1251,750,750,732,18,0,501,125
2807905024,874,806,529,529,520,9,0,277,68
2807905025,1089,973,663,663,648,15,0,310,116
2807905026,1592,1353,845,845,825,20,0,508,239
2807905027,1647,1355,815,815,793,22,0,540,292
2807905028,1874,1526,943,943,922,21,0,583,348
2807905029,1793,1333,819,819,794,25,0,514,460
2807905030,1335,1007,656,656,646,10,0,351,328
2807905031,986,833,572,572,558,14,0,261,153
2807905032,1437,1094,662,662,645,17,0,432,343
2807905033,1953,1679,1038,1038,1014,24,0,641,274
2807905034,1624,1372,834,834,812,22,0,538,252
2807905035,1223,1075,705,705,689,16,0,370,148
2807905036,1654,1510,936,936,919,17,0,574,144
2807905037,1221,1142,769,769,758,11,0,373,79
2807905038,1902,1658,1249,1249,1225,24,0,409,244
2807905039,1619,1402,857,857,846,11,0,545,217
2807905040,691,566,358,358,345,13,0,208,125
2807905041,1151,790,506,506,495,11,0,284,361
2807905042,1396,1151,739,739,717,22,0,412,245
2807905043,1205,1020,614,614,591,23,0,406,185
2807905044,1644,1286,790,790,763,27,0,496,358
2807905045,1716,1355,879,879,872,7,0,476,361
2807905046,1671,1300,796,796,779,17,0,504,371
2807905047,1676,1250,808,808,787,21,0,442,426
2807905048,1168,979,659,659,641,18,0,320,189
2807905049,1154,1032,675,675,666,9,0,357,122
2807905051,1414,1239,825,825,810,15,0,414,175
2807905052,1385,1192,810,810,791,19,0,382,193
2807905053,2142,1917,1427,1427,1405,22,0,490,225
2807905054,1572,1353,848,848,828,20,0,505,219
2807905055,1514,1314,842,842,818,24,0,472,200
2807905056,1452,1261,825,825,807,18,0,436,191
2807905057,1110,968,621,621,600,21,0,347,142
2807905058,1779,1564,936,936,912,24,0,628,215
2807905059,716,632,427,427,418,9,0,205,84
2807905060,1370,1130,734,734,712,22,0,396,240
2807905061,2126,1885,1225,1225,1191,34,0,660,241
2807905062,1661,1485,913,913,888,25,0,572,176
2807905063,840,743,506,506,501,5,0,237,97
2807905064,2063,1767,1068,1068,1050,18,0,699,296
2807905065,1145,1001,602,602,593,9,0,399,144
2807905066,1300,1118,681,681,670,11,0,437,182
2807905067,2387,2085,1238,1238,1225,13,0,847,302
2807905068,1751,1547,1054,1054,1036,18,0,493,204
2807905069,877,774,461,461,456,5,0,313,103
2807905070,2069,1761,1097,1097,1079,18,0,664,308
2807905072,1584,1365,847,847,832,15,0,518,219
2807905073,1657,1416,925,925,912,13,0,491,241
2807905074,1432,1200,761,761,749,12,0,439,232
2807905075,1765,1500,1013,1013,996,17,0,487,265
2807905076,2266,1901,1250,1250,1222,28,0,651,365
2807905077,1413,1198,829,829,819,10,0,369,215
2807905078,925,767,513,513,510,3,0,254,158
2807905079,1851,1474,920,920,891,29,0,554,377
2807905080,1006,863,576,576,568,8,0,287,143
2807905081,2126,1913,1316,1316,1298,18,0,597,213
2807905082,2403,2060,1489,1489,1464,25,0,571,343
2807905083,1878,1493,990,990,957,33,0,503,385
2807905084,1725,1496,998,998,979,19,0,498,229
2807905085,1781,1550,988,988,969,19,0,562,231
2807905086,1265,970,561,561,546,15,0,409,295
2807905087,1781,1524,902,902,881,21,0,622,257
2807905088,787,713,430,430,417,13,0,283,74
2807905089,725,663,407,407,399,8,0,256,62
2807905090,975,880,510,510,488,22,0,370,95
2807905091,852,727,463,463,454,9,0,264,125
2807905092,1378,1009,648,648,624,24,0,361,369
2807905094,2605,2251,1509,1509,1467,42,0,742,354
2807905095,1861,1747,1173,1173,1157,16,0,574,114
2807905096,1329,1094,678,678,664,14,0,416,235
2807905097,1504,1324,822,822,808,14,0,502,180
2807905098,1128,1011,583,583,559,24,0,428,117
2807905099,1821,1600,1072,1072,1057,15,0,528,221
2807905100,1960,1775,1227,1227,1199,28,0,548,185
2807905101,2483,2246,1584,1584,1546,38,0,662,237
2807905102,886,830,525,525,515,10,0,305,56
2807906001,1354,859,520,520,499,21,0,339,495
2807906002,965,658,416,416,399,17,0,242,307
2807906003,1479,1102,647,647,625,22,0,455,377
2807906004,1214,698,475,475,461,14,0,223,516
2807906005,1035,656,447,447,427,20,0,209,379
2807906006,919,555,361,361,355,6,0,194,364
2807906007,1040,718,467,467,461,6,0,251,322
2807906008,1047,704,446,446,427,19,0,258,343
2807906009,1134,887,551,551,526,25,0,336,247
2807906010,1725,1541,996,996,969,27,0,545,184
2807906011,1226,796,544,544,524,20,0,252,430
2807906012,986,631,426,426,411,15,0,205,355
2807906013,1065,633,407,407,395,12,0,226,432
2807906014,1133,776,451,451,437,14,0,325,357
2807906015,1131,644,424,424,408,16,0,220,487
2807906016,1715,1008,662,662,645,17,0,346,707
2807906017,1019,633,417,417,408,9,0,216,386
2807906018,1356,805,505,505,488,17,0,300,551
2807906019,2268,1119,689,689,664,25,0,430,1149
2807906021,1904,984,597,597,576,21,0,387,920
2807906023,1143,825,521,521,511,10,0,304,318
2807906024,717,552,290,290,282,8,0,262,165
2807906025,1040,586,349,349,338,11,0,237,454
2807906026,979,730,397,397,381,16,0,333,249
2807906027,1219,954,506,506,497,9,0,448,265
2807906028,1381,1237,748,748,725,23,0,489,144
2807906029,1596,1296,579,579,555,24,0,717,300
2807906031,1162,974,595,595,581,14,0,379,188
2807906032,1013,728,419,419,408,11,0,309,285
2807906033,1447,852,481,481,458,23,0,371,595
2807906034,888,607,377,377,362,15,0,230,281
2807906035,1586,1007,625,625,598,27,0,382,579
2807906036,1057,737,438,438,425,13,0,299,320
2807906037,1122,744,414,414,404,10,0,330,378
2807906038,848,745,449,449,441,8,0,296,103
2807906039,855,745,425,425,411,14,0,320,110
