CUSEC,DISTRITO-SECCION,BARRIO,TRAMO,RENTAMEDIA
2807918037,18 - 037,182,3,Entre 23.140€ y 25.295€
2807918038,18 - 038,182,1,Menos de 21.215€
2807918039,18 - 039,182,8,Entre 39.755€ y 46.300€
2807918040,18 - 040,182,8,Entre 39.755€ y 46.300€
2807918041,18 - 041,182,7,Entre 34.950€ y 39.755€
2807918042,18 - 042,181,2,Entre 21.215€ y 23.140€
2807918043,18 - 043,181,4,Entre 25.295€ y 27.760€
2807918044,18 - 044,182,8,Entre 39.755€ y 46.300€
2807918045,18 - 045,181,1,Menos de 21.215€
2807918046,18 - 046,181,2,Entre 21.215€ y 23.140€
2807918047,18 - 047,181,3,Entre 23.140€ y 25.295€
2807918048,18 - 048,182,8,Entre 39.755€ y 46.300€
2807918049,18 - 049,181,7,Entre 34.950€ y 39.755€
2807918050,18 - 050,181,5,Entre 27.760€ y 31.040€
2807918051,18 - 051,181,6,Entre 31.040€ y 34.950€
2807918052,18 - 052,181,4,Entre 25.295€ y 27.760€
2807918053,18 - 053,181,5,Entre 27.760€ y 31.040€
2807918054,18 - 054,181,6,Entre 31.040€ y 34.950€
2807918055,18 - 055,181,5,Entre 27.760€ y 31.040€
2807918056,18 - 056,181,4,Entre 25.295€ y 27.760€
2807918057,18 - 057,181,5,Entre 27.760€ y 31.040€
2807918058,18 - 058,181,6,Entre 31.040€ y 34.950€
2807918059,18 - 059,181,5,Entre 27.760€ y 31.040€
2807918060,18 - 060,181,6,Entre 31.040€ y 34.950€
2807918061,18 - 061,181,7,Entre 34.950€ y 39.755€
2807918062,18 - 062,181,5,Entre 27.760€ y 31.040€
2807918063,18 - 063,181,5,Entre 27.760€ y 31.040€
2807918064,18 - 064,181,5,Entre 27.760€ y 31.040€
2807918065,18 - 065,181,3,Entre 23.140€ y 25.295€
2807919001,19 - 001,191,1,Menos de 21.215€
2807919002,19 - 002,191,5,Entre 27.760€ y 31.040€
2807919003,19 - 003,191,3,Entre 23.140€ y 25.295€
2807919004,19 - 004,191,2,Entre 21.215€ y 23.140€
2807919005,19 - 005,191,4,Entre 25.295€ y 27.760€
2807919006,19 - 006,191,3,Entre 23.140€ y 25.295€
2807919007,19 - 007,191,3,Entre 23.140€ y 25.295€
2807919008,19 - 008,191,2,Entre 21.215€ y 23.140€
2807919009,19 - 009,191,3,Entre 23.140€ y 25.295€
2807919011,19 - 011,191,2,Entre 21.215€ y 23.140€
2807919012,19 - 012,191,4,Entre 25.295€ y 27.760€
2807919014,19 - 014,192,2,Entre 21.215€ y 23.140€
2807919015,19 - 015,192,2,Entre 21.215€ y 23.140€
2807919016,19 - 016,192,2,Entre 21.215€ y 23.140€
2807919018,19 - 018,192,2,Entre 21.215€ y 23.140€
2807919019,19 - 019,192,3,Entre 23.140€ y 25.295€
2807919020,19 - 020,192,3,Entre 23.140€ y 25.295€
2807919021,19 - 021,192,3,Entre 23.140€ y 25.295€
2807919022,19 - 022,192,1,Menos de 21.215€
2807919023,19 - 023,192,2,Entre 21.215€ y 23.140€
2807919024,19 - 024,192,1,Menos de 21.215€
2807919025,19 - 025,192,2,Entre 21.215€ y 23.140€
2807919026,19 - 026,192,2,Entre 21.215€ y 23.140€
2807919027,19 - 027,192,2,Entre 21.215€ y 23.140€
2807919028,19 - 028,192,1,Menos de 21.215€
2807919029,19 - 029,192,1,Menos de 21.215€
2807919032,19 - 032,192,5,Entre 27.760€ y 31.040€
2807919033,19 - 033,191,8,Entre 39.755€ y 46.300€
2807919034,19 - 034,191,7,Entre 34.950€ y 39.755€
2807919035,19 - 035,191,7,Entre 34.950€ y 39.755€
2807919036,19 - 036,191,7,Entre 34.950€ y 39.755€
2807919037,19 - 037,191,8,Entre 39.755€ y 46.300€
2807919038,19 - 038,191,4,Entre 25.295€ y 27.760€
2807919039,19 - 039,191,5,Entre 27.760€ y 31.040€
2807919040,19 - 040,191,8,Entre 39.755€ y 46.300€
2807919041,19 - 041,191,7,Entre 34.950€ y 39.755€
2807919042,19 - 042,191,7,Entre 34.950€ y 39.755€
2807919043,19 - 043,191,7,Entre 34.950€ y 39.755€
2807919044,19 - 044,191,5,Entre 27.760€ y 31.040€
2807919045,19 - 045,191,7,Entre 34.950€ y 39.755€
2807919046,19 - 046,191,7,Entre 34.950€ y 39.755€
2807919047,19 - 047,191,7,Entre 34.950€ y 39.755€
2807919048,19 - 048,191,7,Entre 34.950€ y 39.755€
2807919049,19 - 049,191,7,Entre 34.950€ y 39.755€
2807919050,19 - 050,191,8,Entre 39.755€ y 46.300€
2807919051,19 - 051,191,8,Entre 39.755€ y 46.300€
2807920001,20 - 001,201,4,Entre 25.295€ y 27.760€
2807920002,20 - 002,201,9,Entre  46.300€ y 58.390€
2807920003,20 - 003,201,3,Entre 23.140€ y 25.295€
2807920006,20 - 006,201,3,Entre 23.140€ y 25.295€
2807920007,20 - 007,201,2,Entre 21.215€ y 23.140€
2807920008,20 - 008,201,2,Entre 21.215€ y 23.140€
2807920009,20 - 009,201,5,Entre 27.760€ y 31.040€
2807920010,20 - 010,201,4,Entre 25.295€ y 27.760€
2807920011,20 - 011,201,4,Entre 25.295€ y 27.760€
2807920012,20 - 012,201,1,Menos de 21.215€
2807920013,20 - 013,201,1,Menos de 21.215€
2807920014,20 - 014,201,1,Menos de 21.215€
2807920015,20 - 015,201,1,Menos de 21.215€
2807920016,20 - 016,201,1,Menos de 21.215€
2807920017,20 - 017,201,1,Menos de 21.215€
2807920018,20 - 018,201,1,Menos de 21.215€
2807920019,20 - 019,201,1,Menos de 21.215€
2807920020,20 - 020,201,1,Menos de 21.215€
2807920021,20 - 021,202,1,Menos de 21.215€
2807920022,20 - 022,202,1,Menos de 21.215€
2807920023,20 - 023,202,2,Entre 21.215€ y 23.140€
2807920024,20 - 024,202,1,Menos de 21.215€
2807920025,20 - 025,202,1,Menos de 21.215€
2807920026,20 - 026,202,4,Entre 25.295€ y 27.760€
2807920027,20 - 027,202,4,Entre 25.295€ y 27.760€
2807920028,20 - 028,202,5,Entre 27.760€ y 31.040€
2807920029,20 - 029,202,2,Entre 21.215€ y 23.140€
2807920031,20 - 031,203,1,Menos de 21.215€
2807920032,20 - 032,203,1,Menos de 21.215€
2807920033,20 - 033,203,1,Menos de 21.215€
2807920034,20 - 034,203,1,Menos de 21.215€
2807920035,20 - 035,203,1,Menos de 21.215€
2807920036,20 - 036,203,1,Menos de 21.215€
2807920037,20 - 037,203,3,Entre 23.140€ y 25.295€
2807920038,20 - 038,203,4,Entre 25.295€ y 27.760€
2807920039,20 - 039,203,4,Entre 25.295€ y 27.760€
2807920040,20 - 040,204,5,Entre 27.760€ y 31.040€
2807920041,20 - 041,204,4,Entre 25.295€ y 27.760€
2807920042,20 - 042,204,3,Entre 23.140€ y 25.295€
2807920043,20 - 043,204,3,Entre 23.140€ y 25.295€
2807920044,20 - 044,204,2,Entre 21.215€ y 23.140€
2807920046,20 - 046,204,1,Menos de 21.215€
2807920047,20 - 047,204,1,Menos de 21.215€
2807920048,20 - 048,204,1,Menos de 21.215€
2807920049,20 - 049,204,1,Menos de 21.215€
2807920050,20 - 050,204,1,Menos de 21.215€
2807920051,20 - 051,204,1,Menos de 21.215€
2807920053,20 - 053,204,1,Menos de 21.215€
2807920055,20 - 055,204,8,Entre 39.755€ y 46.300€
2807920056,20 - 056,204,4,Entre 25.295€ y 27.760€
2807920058,20 - 058,204,3,Entre 23.140€ y 25.295€
2807920059,20 - 059,204,3,Entre 23.140€ y 25.295€
2807920062,20 - 062,205,7,Entre 34.950€ y 39.755€
2807920063,20 - 063,205,7,Entre 34.950€ y 39.755€
2807920064,20 - 064,205,7,Entre 34.950€ y 39.755€
2807920065,20 - 065,205,6,Entre 31.040€ y 34.950€
2807920066,20 - 066,205,7,Entre 34.950€ y 39.755€
2807920067,20 - 067,205,8,Entre 39.755€ y 46.300€
2807920068,20 - 068,206,8,Entre 39.755€ y 46.300€
2807920069,20 - 069,206,4,Entre 25.295€ y 27.760€
2807920070,20 - 070,206,4,Entre 25.295€ y 27.760€
2807920071,20 - 071,206,7,Entre 34.950€ y 39.755€
2807920072,20 - 072,207,7,Entre 34.950€ y 39.755€
2807920073,20 - 073,207,2,Entre 21.215€ y 23.140€
2807920074,20 - 074,207,4,Entre 25.295€ y 27.760€
2807920075,20 - 075,207,3,Entre 23.140€ y 25.295€
2807920076,20 - 076,207,4,Entre 25.295€ y 27.760€
2807920077,20 - 077,207,7,Entre 34.950€ y 39.755€
2807920078,20 - 078,207,5,Entre 27.760€ y 31.040€
2807920079,20 - 079,207,2,Entre 21.215€ y 23.140€
2807920080,20 - 080,207,3,Entre 23.140€ y 25.295€
2807920082,20 - 082,207,4,Entre 25.295€ y 27.760€
2807920083,20 - 083,207,5,Entre 27.760€ y 31.040€
2807920084,20 - 084,207,9,Entre  46.300€ y 58.390€
2807920085,20 - 085,207,3,Entre 23.140€ y 25.295€
2807920086,20 - 086,207,5,Entre 27.760€ y 31.040€
2807920087,20 - 087,207,3,Entre 23.140€ y 25.295€
2807920088,20 - 088,207,4,Entre 25.295€ y 27.760€
2807920090,20 - 090,207,8,Entre 39.755€ y 46.300€
2807920091,20 - 091,207,2,Entre 21.215€ y 23.140€
2807920092,20 - 092,207,5,Entre 27.760€ y 31.040€
2807920093,20 - 093,207,9,Entre  46.300€ y 58.390€
2807920095,20 - 095,208,8,Entre 39.755€ y 46.300€
2807920096,20 - 096,208,9,Entre  46.300€ y 58.390€
2807920097,20 - 097,208,9,Entre  46.300€ y 58.390€
2807920098,20 - 098,208,7,Entre 34.950€ y 39.755€
2807920099,20 - 099,208,10,Más de 58.390€ 
2807920100,20 - 100,201,5,Entre 27.760€ y 31.040€
2807920101,20 - 101,207,8,Entre 39.755€ y 46.300€
2807920102,20 - 102,205,7,Entre 34.950€ y 39.755€
2807920103,20 - 103,205,8,Entre 39.755€ y 46.300€
2807920104,20 - 104,205,9,Entre  46.300€ y 58.390€
2807920105,20 - 105,208,9,Entre  46.300€ y 58.390€
2807920106,20 - 106,205,7,Entre 34.950€ y 39.755€
2807920107,20 - 107,205,8,Entre 39.755€ y 46.300€
2807920108,20 - 108,208,10,Más de 58.390€ 
2807920109,20 - 109,204,5,Entre 27.760€ y 31.040€
2807920110,20 - 110,205,9,Entre  46.300€ y 58.390€
2807920111,20 - 111,204,7,Entre 34.950€ y 39.755€
2807920112,20 - 112,204,8,Entre 39.755€ y 46.300€
2807920113,20 - 113,205,9,Entre  46.300€ y 58.390€
2807920114,20 - 114,205,8,Entre 39.755€ y 46.300€
2807920115,20 - 115,205,8,Entre 39.755€ y 46.300€
2807920116,20 - 116,206,7,Entre 34.950€ y 39.755€
2807920117,20 - 117,205,9,Entre  46.300€ y 58.390€
2807920118,20 - 118,201,9,Entre  46.300€ y 58.390€
2807920119,20 - 119,201,7,Entre 34.950€ y 39.755€
2807920120,20 - 120,206,8,Entre 39.755€ y 46.300€
2807920121,20 - 121,206,6,Entre 31.040€ y 34.950€
2807920122,20 - 122,201,10,Más de 58.390€ 
2807921001,21 - 001,211,10,Más de 58.390€ 
2807921002,21 - 002,211,10,Más de 58.390€ 
2807921003,21 - 003,211,9,Entre  46.300€ y 58.390€
2807921004,21 - 004,211,9,Entre  46.300€ y 58.390€
2807921005,21 - 005,211,10,Más de 58.390€ 
2807921006,21 - 006,211,9,Entre  46.300€ y 58.390€
2807921007,21 - 007,211,9,Entre  46.300€ y 58.390€
2807921008,21 - 008,211,7,Entre 34.950€ y 39.755€
2807921009,21 - 009,211,7,Entre 34.950€ y 39.755€
2807921010,21 - 010,211,8,Entre 39.755€ y 46.300€
2807921011,21 - 011,211,9,Entre  46.300€ y 58.390€
2807921012,21 - 012,211,9,Entre  46.300€ y 58.390€
2807921013,21 - 013,211,9,Entre  46.300€ y 58.390€
2807921014,21 - 014,211,8,Entre 39.755€ y 46.300€
2807921015,21 - 015,212,2,Entre 21.215€ y 23.140€
2807921017,21 - 017,213,4,Entre 25.295€ y 27.760€
2807921018,21 - 018,213,5,Entre 27.760€ y 31.040€
2807921019,21 - 019,213,6,Entre 31.040€ y 34.950€
2807921020,21 - 020,213,7,Entre 34.950€ y 39.755€
2807921021,21 - 021,213,7,Entre 34.950€ y 39.755€
2807921022,21 - 022,214,6,Entre 31.040€ y 34.950€
2807921023,21 - 023,214,4,Entre 25.295€ y 27.760€
2807921025,21 - 025,215,10,Más de 58.390€ 
2807921026,21 - 026,214,8,Entre 39.755€ y 46.300€
2807921027,21 - 027,215,10,Más de 58.390€ 
2807921028,21 - 028,214,9,Entre  46.300€ y 58.390€
2807921029,21 - 029,215,10,Más de 58.390€ 
2807921030,21 - 030,214,8,Entre 39.755€ y 46.300€
2807921031,21 - 031,214,8,Entre 39.755€ y 46.300€
2807921032,21 - 032,215,9,Entre  46.300€ y 58.390€
