CUSEC,DISTRITO-SECCION,BARRIO,TRAMO,RENTAMEDIA
2807908158,08 - 158,87,10,Más de 58.390€ 
2807908159,08 - 159,86,10,Más de 58.390€ 
2807908160,08 - 160,86,9,Entre  46.300€ y 58.390€
2807908161,08 - 161,86,9,Entre  46.300€ y 58.390€
2807908162,08 - 162,86,9,Entre  46.300€ y 58.390€
2807908163,08 - 163,87,10,Más de 58.390€ 
2807908164,08 - 164,88,9,Entre  46.300€ y 58.390€
2807908165,08 - 165,88,9,Entre  46.300€ y 58.390€
2807908166,08 - 166,86,7,Entre 34.950€ y 39.755€
2807908167,08 - 167,86,10,Más de 58.390€ 
2807908168,08 - 168,86,7,Entre 34.950€ y 39.755€
2807908169,08 - 169,88,8,Entre 39.755€ y 46.300€
2807908170,08 - 170,86,9,Entre  46.300€ y 58.390€
2807908171,08 - 171,86,9,Entre  46.300€ y 58.390€
2807908172,08 - 172,86,8,Entre 39.755€ y 46.300€
2807908173,08 - 173,88,9,Entre  46.300€ y 58.390€
2807908174,08 - 174,86,9,Entre  46.300€ y 58.390€
2807908175,08 - 175,87,10,Más de 58.390€ 
2807908176,08 - 176,88,10,Más de 58.390€ 
2807908177,08 - 177,87,8,Entre 39.755€ y 46.300€
2807908178,08 - 178,88,9,Entre  46.300€ y 58.390€
2807908179,08 - 179,86,8,Entre 39.755€ y 46.300€
2807908180,08 - 180,87,8,Entre 39.755€ y 46.300€
2807909001,09 - 001,91,6,Entre 31.040€ y 34.950€
2807909002,09 - 002,91,6,Entre 31.040€ y 34.950€
2807909004,09 - 004,91,6,Entre 31.040€ y 34.950€
2807909005,09 - 005,91,5,Entre 27.760€ y 31.040€
2807909006,09 - 006,91,6,Entre 31.040€ y 34.950€
2807909007,09 - 007,91,7,Entre 34.950€ y 39.755€
2807909008,09 - 008,91,9,Entre  46.300€ y 58.390€
2807909009,09 - 009,91,6,Entre 31.040€ y 34.950€
2807909010,09 - 010,91,9,Entre  46.300€ y 58.390€
2807909011,09 - 011,92,7,Entre 34.950€ y 39.755€
2807909012,09 - 012,92,7,Entre 34.950€ y 39.755€
2807909013,09 - 013,92,5,Entre 27.760€ y 31.040€
2807909014,09 - 014,92,8,Entre 39.755€ y 46.300€
2807909015,09 - 015,92,9,Entre  46.300€ y 58.390€
2807909016,09 - 016,92,6,Entre 31.040€ y 34.950€
2807909017,09 - 017,92,8,Entre 39.755€ y 46.300€
2807909018,09 - 018,92,10,Más de 58.390€ 
2807909019,09 - 019,92,10,Más de 58.390€ 
2807909020,09 - 020,92,10,Más de 58.390€ 
2807909021,09 - 021,92,10,Más de 58.390€ 
2807909022,09 - 022,92,9,Entre  46.300€ y 58.390€
2807909023,09 - 023,92,7,Entre 34.950€ y 39.755€
2807909024,09 - 024,92,10,Más de 58.390€ 
2807909025,09 - 025,92,10,Más de 58.390€ 
2807909026,09 - 026,92,6,Entre 31.040€ y 34.950€
2807909028,09 - 028,92,8,Entre 39.755€ y 46.300€
2807909029,09 - 029,92,9,Entre  46.300€ y 58.390€
2807909030,09 - 030,92,10,Más de 58.390€ 
2807909031,09 - 031,92,8,Entre 39.755€ y 46.300€
2807909033,09 - 033,93,10,Más de 58.390€ 
2807909034,09 - 034,93,10,Más de 58.390€ 
2807909035,09 - 035,93,9,Entre  46.300€ y 58.390€
2807909036,09 - 036,93,7,Entre 34.950€ y 39.755€
2807909037,09 - 037,93,9,Entre  46.300€ y 58.390€
2807909038,09 - 038,93,9,Entre  46.300€ y 58.390€
2807909039,09 - 039,93,7,Entre 34.950€ y 39.755€
2807909040,09 - 040,93,7,Entre 34.950€ y 39.755€
2807909041,09 - 041,93,10,Más de 58.390€ 
2807909043,09 - 043,93,10,Más de 58.390€ 
2807909044,09 - 044,93,9,Entre  46.300€ y 58.390€
2807909045,09 - 045,93,10,Más de 58.390€ 
2807909046,09 - 046,94,9,Entre  46.300€ y 58.390€
2807909047,09 - 047,94,8,Entre 39.755€ y 46.300€
2807909049,09 - 049,94,6,Entre 31.040€ y 34.950€
2807909050,09 - 050,94,6,Entre 31.040€ y 34.950€
2807909051,09 - 051,94,7,Entre 34.950€ y 39.755€
2807909052,09 - 052,94,7,Entre 34.950€ y 39.755€
2807909053,09 - 053,94,8,Entre 39.755€ y 46.300€
2807909054,09 - 054,94,3,Entre 23.140€ y 25.295€
2807909055,09 - 055,94,8,Entre 39.755€ y 46.300€
2807909056,09 - 056,94,8,Entre 39.755€ y 46.300€
2807909057,09 - 057,94,4,Entre 25.295€ y 27.760€
2807909058,09 - 058,94,3,Entre 23.140€ y 25.295€
2807909060,09 - 060,94,3,Entre 23.140€ y 25.295€
2807909061,09 - 061,94,3,Entre 23.140€ y 25.295€
2807909063,09 - 063,94,7,Entre 34.950€ y 39.755€
2807909064,09 - 064,94,5,Entre 27.760€ y 31.040€
2807909065,09 - 065,94,2,Entre 21.215€ y 23.140€
2807909066,09 - 066,94,4,Entre 25.295€ y 27.760€
2807909067,09 - 067,94,2,Entre 21.215€ y 23.140€
2807909068,09 - 068,94,3,Entre 23.140€ y 25.295€
2807909069,09 - 069,94,5,Entre 27.760€ y 31.040€
2807909070,09 - 070,94,5,Entre 27.760€ y 31.040€
2807909071,09 - 071,95,10,Más de 58.390€ 
2807909072,09 - 072,96,10,Más de 58.390€ 
2807909073,09 - 073,97,10,Más de 58.390€ 
2807909074,09 - 074,97,7,Entre 34.950€ y 39.755€
2807909075,09 - 075,97,10,Más de 58.390€ 
2807909076,09 - 076,97,3,Entre 23.140€ y 25.295€
2807909077,09 - 077,97,8,Entre 39.755€ y 46.300€
2807909078,09 - 078,97,10,Más de 58.390€ 
2807909079,09 - 079,97,10,Más de 58.390€ 
2807909080,09 - 080,97,10,Más de 58.390€ 
2807909081,09 - 081,91,10,Más de 58.390€ 
2807909082,09 - 082,94,7,Entre 34.950€ y 39.755€
2807909083,09 - 083,97,10,Más de 58.390€ 
2807909084,09 - 084,91,7,Entre 34.950€ y 39.755€
2807909085,09 - 085,97,10,Más de 58.390€ 
2807909086,09 - 086,95,10,Más de 58.390€ 
2807909087,09 - 087,97,10,Más de 58.390€ 
2807909088,09 - 088,97,9,Entre  46.300€ y 58.390€
2807909089,09 - 089,97,10,Más de 58.390€ 
2807909090,09 - 090,94,7,Entre 34.950€ y 39.755€
2807909091,09 - 091,95,10,Más de 58.390€ 
2807910001,10 - 001,101,4,Entre 25.295€ y 27.760€
2807910002,10 - 002,101,1,Menos de 21.215€
2807910003,10 - 003,101,1,Menos de 21.215€
2807910004,10 - 004,101,1,Menos de 21.215€
2807910005,10 - 005,101,2,Entre 21.215€ y 23.140€
2807910006,10 - 006,101,6,Entre 31.040€ y 34.950€
2807910007,10 - 007,101,2,Entre 21.215€ y 23.140€
2807910008,10 - 008,101,2,Entre 21.215€ y 23.140€
2807910009,10 - 009,101,3,Entre 23.140€ y 25.295€
2807910010,10 - 010,101,5,Entre 27.760€ y 31.040€
2807910011,10 - 011,101,6,Entre 31.040€ y 34.950€
2807910012,10 - 012,101,5,Entre 27.760€ y 31.040€
2807910013,10 - 013,102,7,Entre 34.950€ y 39.755€
2807910014,10 - 014,102,9,Entre  46.300€ y 58.390€
2807910015,10 - 015,102,2,Entre 21.215€ y 23.140€
2807910016,10 - 016,102,6,Entre 31.040€ y 34.950€
2807910017,10 - 017,102,9,Entre  46.300€ y 58.390€
2807910018,10 - 018,102,4,Entre 25.295€ y 27.760€
2807910020,10 - 020,102,1,Menos de 21.215€
2807910021,10 - 021,102,3,Entre 23.140€ y 25.295€
2807910022,10 - 022,102,2,Entre 21.215€ y 23.140€
2807910023,10 - 023,102,3,Entre 23.140€ y 25.295€
2807910024,10 - 024,102,2,Entre 21.215€ y 23.140€
2807910025,10 - 025,102,4,Entre 25.295€ y 27.760€
2807910026,10 - 026,102,4,Entre 25.295€ y 27.760€
2807910027,10 - 027,102,3,Entre 23.140€ y 25.295€
2807910028,10 - 028,102,2,Entre 21.215€ y 23.140€
2807910029,10 - 029,102,3,Entre 23.140€ y 25.295€
2807910030,10 - 030,102,2,Entre 21.215€ y 23.140€
2807910031,10 - 031,102,2,Entre 21.215€ y 23.140€
2807910032,10 - 032,102,2,Entre 21.215€ y 23.140€
2807910033,10 - 033,102,3,Entre 23.140€ y 25.295€
2807910034,10 - 034,102,2,Entre 21.215€ y 23.140€
2807910035,10 - 035,102,3,Entre 23.140€ y 25.295€
2807910036,10 - 036,102,5,Entre 27.760€ y 31.040€
2807910037,10 - 037,102,3,Entre 23.140€ y 25.295€
2807910038,10 - 038,102,5,Entre 27.760€ y 31.040€
2807910039,10 - 039,102,3,Entre 23.140€ y 25.295€
2807910040,10 - 040,102,1,Menos de 21.215€
2807910041,10 - 041,102,2,Entre 21.215€ y 23.140€
2807910042,10 - 042,102,4,Entre 25.295€ y 27.760€
2807910043,10 - 043,102,4,Entre 25.295€ y 27.760€
2807910044,10 - 044,102,6,Entre 31.040€ y 34.950€
2807910046,10 - 046,102,3,Entre 23.140€ y 25.295€
2807910047,10 - 047,102,2,Entre 21.215€ y 23.140€
2807910048,10 - 048,102,2,Entre 21.215€ y 23.140€
2807910049,10 - 049,102,2,Entre 21.215€ y 23.140€
2807910050,10 - 050,103,3,Entre 23.140€ y 25.295€
2807910051,10 - 051,103,3,Entre 23.140€ y 25.295€
2807910052,10 - 052,103,3,Entre 23.140€ y 25.295€
2807910053,10 - 053,103,3,Entre 23.140€ y 25.295€
2807910054,10 - 054,103,7,Entre 34.950€ y 39.755€
2807910055,10 - 055,103,7,Entre 34.950€ y 39.755€
2807910056,10 - 056,103,3,Entre 23.140€ y 25.295€
2807910057,10 - 057,103,2,Entre 21.215€ y 23.140€
2807910058,10 - 058,103,2,Entre 21.215€ y 23.140€
2807910059,10 - 059,103,1,Menos de 21.215€
2807910060,10 - 060,103,6,Entre 31.040€ y 34.950€
2807910061,10 - 061,103,1,Menos de 21.215€
2807910062,10 - 062,103,1,Menos de 21.215€
2807910063,10 - 063,103,2,Entre 21.215€ y 23.140€
2807910065,10 - 065,103,3,Entre 23.140€ y 25.295€
2807910067,10 - 067,103,5,Entre 27.760€ y 31.040€
2807910068,10 - 068,103,5,Entre 27.760€ y 31.040€
2807910069,10 - 069,103,4,Entre 25.295€ y 27.760€
2807910070,10 - 070,103,4,Entre 25.295€ y 27.760€
2807910072,10 - 072,103,7,Entre 34.950€ y 39.755€
2807910073,10 - 073,103,3,Entre 23.140€ y 25.295€
2807910074,10 - 074,103,6,Entre 31.040€ y 34.950€
2807910075,10 - 075,103,4,Entre 25.295€ y 27.760€
2807910076,10 - 076,103,5,Entre 27.760€ y 31.040€
2807910077,10 - 077,103,3,Entre 23.140€ y 25.295€
2807910078,10 - 078,103,5,Entre 27.760€ y 31.040€
2807910081,10 - 081,104,7,Entre 34.950€ y 39.755€
2807910082,10 - 082,104,3,Entre 23.140€ y 25.295€
2807910083,10 - 083,104,2,Entre 21.215€ y 23.140€
2807910084,10 - 084,104,2,Entre 21.215€ y 23.140€
2807910086,10 - 086,104,2,Entre 21.215€ y 23.140€
2807910087,10 - 087,104,9,Entre  46.300€ y 58.390€
2807910088,10 - 088,104,4,Entre 25.295€ y 27.760€
2807910089,10 - 089,104,4,Entre 25.295€ y 27.760€
2807910090,10 - 090,104,7,Entre 34.950€ y 39.755€
2807910091,10 - 091,104,8,Entre 39.755€ y 46.300€
2807910092,10 - 092,104,6,Entre 31.040€ y 34.950€
2807910093,10 - 093,104,4,Entre 25.295€ y 27.760€
2807910094,10 - 094,104,1,Menos de 21.215€
2807910095,10 - 095,104,3,Entre 23.140€ y 25.295€
2807910096,10 - 096,104,1,Menos de 21.215€
2807910098,10 - 098,104,4,Entre 25.295€ y 27.760€
2807910099,10 - 099,104,5,Entre 27.760€ y 31.040€
2807910100,10 - 100,104,5,Entre 27.760€ y 31.040€
2807910101,10 - 101,104,6,Entre 31.040€ y 34.950€
2807910102,10 - 102,104,6,Entre 31.040€ y 34.950€
2807910103,10 - 103,104,2,Entre 21.215€ y 23.140€
2807910104,10 - 104,104,7,Entre 34.950€ y 39.755€
2807910106,10 - 106,104,8,Entre 39.755€ y 46.300€
2807910107,10 - 107,104,8,Entre 39.755€ y 46.300€
2807910108,10 - 108,104,7,Entre 34.950€ y 39.755€
2807910109,10 - 109,104,6,Entre 31.040€ y 34.950€
2807910110,10 - 110,104,3,Entre 23.140€ y 25.295€
2807910111,10 - 111,104,1,Menos de 21.215€
2807910112,10 - 112,104,2,Entre 21.215€ y 23.140€
2807910113,10 - 113,104,2,Entre 21.215€ y 23.140€
2807910114,10 - 114,104,2,Entre 21.215€ y 23.140€
2807910115,10 - 115,104,1,Menos de 21.215€
2807910116,10 - 116,104,6,Entre 31.040€ y 34.950€
2807910117,10 - 117,104,8,Entre 39.755€ y 46.300€
2807910118,10 - 118,104,6,Entre 31.040€ y 34.950€
2807910119,10 - 119,104,8,Entre 39.755€ y 46.300€
2807910120,10 - 120,104,5,Entre 27.760€ y 31.040€
2807910121,10 - 121,104,3,Entre 23.140€ y 25.295€
2807910122,10 - 122,104,6,Entre 31.040€ y 34.950€
2807910123,10 - 123,104,7,Entre 34.950€ y 39.755€
2807910124,10 - 124,104,4,Entre 25.295€ y 27.760€
2807910125,10 - 125,104,6,Entre 31.040€ y 34.950€
2807910126,10 - 126,104,4,Entre 25.295€ y 27.760€
2807910127,10 - 127,104,4,Entre 25.295€ y 27.760€
2807910128,10 - 128,104,5,Entre 27.760€ y 31.040€
2807910129,10 - 129,104,7,Entre 34.950€ y 39.755€
2807910130,10 - 130,104,6,Entre 31.040€ y 34.950€
2807910131,10 - 131,104,6,Entre 31.040€ y 34.950€
2807910132,10 - 132,104,6,Entre 31.040€ y 34.950€
2807910133,10 - 133,104,7,Entre 34.950€ y 39.755€
2807910134,10 - 134,104,5,Entre 27.760€ y 31.040€
2807910135,10 - 135,104,5,Entre 27.760€ y 31.040€
2807910136,10 - 136,104,5,Entre 27.760€ y 31.040€
2807910137,10 - 137,104,2,Entre 21.215€ y 23.140€
2807910138,10 - 138,104,7,Entre 34.950€ y 39.755€
2807910139,10 - 139,104,3,Entre 23.140€ y 25.295€
2807910140,10 - 140,104,5,Entre 27.760€ y 31.040€
2807910142,10 - 142,104,4,Entre 25.295€ y 27.760€
2807910143,10 - 143,104,6,Entre 31.040€ y 34.950€
2807910144,10 - 144,105,1,Menos de 21.215€
2807910145,10 - 145,105,4,Entre 25.295€ y 27.760€
2807910146,10 - 146,105,3,Entre 23.140€ y 25.295€
2807910147,10 - 147,105,3,Entre 23.140€ y 25.295€
2807910148,10 - 148,105,1,Menos de 21.215€
2807910149,10 - 149,105,2,Entre 21.215€ y 23.140€
2807910150,10 - 150,105,2,Entre 21.215€ y 23.140€
2807910151,10 - 151,105,4,Entre 25.295€ y 27.760€
2807910152,10 - 152,105,8,Entre 39.755€ y 46.300€
2807910153,10 - 153,105,6,Entre 31.040€ y 34.950€
2807910154,10 - 154,105,4,Entre 25.295€ y 27.760€
2807910156,10 - 156,105,9,Entre  46.300€ y 58.390€
2807910157,10 - 157,105,8,Entre 39.755€ y 46.300€
2807910158,10 - 158,105,8,Entre 39.755€ y 46.300€
2807910159,10 - 159,105,8,Entre 39.755€ y 46.300€
2807910161,10 - 161,107,4,Entre 25.295€ y 27.760€
2807910162,10 - 162,107,3,Entre 23.140€ y 25.295€
2807910163,10 - 163,107,4,Entre 25.295€ y 27.760€
2807910164,10 - 164,107,2,Entre 21.215€ y 23.140€
2807910165,10 - 165,107,6,Entre 31.040€ y 34.950€
2807910167,10 - 167,107,7,Entre 34.950€ y 39.755€
2807910168,10 - 168,107,3,Entre 23.140€ y 25.295€
2807910169,10 - 169,107,2,Entre 21.215€ y 23.140€
2807910170,10 - 170,107,5,Entre 27.760€ y 31.040€
2807910171,10 - 171,107,5,Entre 27.760€ y 31.040€
2807910172,10 - 172,107,5,Entre 27.760€ y 31.040€
2807910173,10 - 173,107,6,Entre 31.040€ y 34.950€
2807910174,10 - 174,107,5,Entre 27.760€ y 31.040€
2807910175,10 - 175,107,5,Entre 27.760€ y 31.040€
2807910176,10 - 176,107,5,Entre 27.760€ y 31.040€
2807910178,10 - 178,107,6,Entre 31.040€ y 34.950€
2807910179,10 - 179,107,2,Entre 21.215€ y 23.140€
2807910180,10 - 180,107,5,Entre 27.760€ y 31.040€
2807910181,10 - 181,107,3,Entre 23.140€ y 25.295€
2807910182,10 - 182,107,1,Menos de 21.215€
2807910183,10 - 183,107,5,Entre 27.760€ y 31.040€
2807910184,10 - 184,107,6,Entre 31.040€ y 34.950€
2807910185,10 - 185,107,5,Entre 27.760€ y 31.040€
2807910187,10 - 187,107,4,Entre 25.295€ y 27.760€
2807910188,10 - 188,107,4,Entre 25.295€ y 27.760€
2807910189,10 - 189,107,4,Entre 25.295€ y 27.760€
2807910190,10 - 190,107,4,Entre 25.295€ y 27.760€
2807910191,10 - 191,107,4,Entre 25.295€ y 27.760€
2807910192,10 - 192,107,6,Entre 31.040€ y 34.950€
2807910193,10 - 193,107,3,Entre 23.140€ y 25.295€
2807910194,10 - 194,107,6,Entre 31.040€ y 34.950€
2807910196,10 - 196,107,5,Entre 27.760€ y 31.040€
2807910197,10 - 197,107,5,Entre 27.760€ y 31.040€
2807910198,10 - 198,107,6,Entre 31.040€ y 34.950€
2807910199,10 - 199,107,5,Entre 27.760€ y 31.040€
2807910201,10 - 201,107,6,Entre 31.040€ y 34.950€
2807910202,10 - 202,107,6,Entre 31.040€ y 34.950€
2807910203,10 - 203,107,5,Entre 27.760€ y 31.040€
2807910204,10 - 204,107,4,Entre 25.295€ y 27.760€
2807910205,10 - 205,107,9,Entre  46.300€ y 58.390€
2807910206,10 - 206,102,7,Entre 34.950€ y 39.755€
2807910207,10 - 207,104,8,Entre 39.755€ y 46.300€
2807910209,10 - 209,107,6,Entre 31.040€ y 34.950€
2807910210,10 - 210,107,5,Entre 27.760€ y 31.040€
2807910211,10 - 211,102,6,Entre 31.040€ y 34.950€
2807910212,10 - 212,103,8,Entre 39.755€ y 46.300€
2807910213,10 - 213,103,8,Entre 39.755€ y 46.300€
2807910214,10 - 214,107,6,Entre 31.040€ y 34.950€
2807910215,10 - 215,101,8,Entre 39.755€ y 46.300€
2807910216,10 - 216,106,7,Entre 34.950€ y 39.755€
2807910217,10 - 217,101,5,Entre 27.760€ y 31.040€
2807910218,10 - 218,103,9,Entre  46.300€ y 58.390€
2807910219,10 - 219,101,7,Entre 34.950€ y 39.755€
2807910220,10 - 220,106,6,Entre 31.040€ y 34.950€
2807911001,11 - 001,111,4,Entre 25.295€ y 27.760€
2807911002,11 - 002,111,5,Entre 27.760€ y 31.040€
2807911003,11 - 003,111,6,Entre 31.040€ y 34.950€
2807911004,11 - 004,111,6,Entre 31.040€ y 34.950€
2807911005,11 - 005,111,5,Entre 27.760€ y 31.040€
2807911006,11 - 006,111,4,Entre 25.295€ y 27.760€
2807911007,11 - 007,111,2,Entre 21.215€ y 23.140€
2807911010,11 - 010,111,6,Entre 31.040€ y 34.950€
2807911011,11 - 011,111,4,Entre 25.295€ y 27.760€
2807911012,11 - 012,111,2,Entre 21.215€ y 23.140€
2807911013,11 - 013,111,3,Entre 23.140€ y 25.295€
2807911015,11 - 015,111,2,Entre 21.215€ y 23.140€
2807911016,11 - 016,111,2,Entre 21.215€ y 23.140€
2807911017,11 - 017,111,1,Menos de 21.215€
2807911018,11 - 018,111,3,Entre 23.140€ y 25.295€
2807911019,11 - 019,111,5,Entre 27.760€ y 31.040€
2807911021,11 - 021,111,2,Entre 21.215€ y 23.140€
2807911022,11 - 022,112,5,Entre 27.760€ y 31.040€
2807911023,11 - 023,112,2,Entre 21.215€ y 23.140€
2807911024,11 - 024,112,2,Entre 21.215€ y 23.140€
2807911025,11 - 025,112,5,Entre 27.760€ y 31.040€
2807911026,11 - 026,112,4,Entre 25.295€ y 27.760€
2807911028,11 - 028,112,7,Entre 34.950€ y 39.755€
2807911029,11 - 029,112,3,Entre 23.140€ y 25.295€
2807911030,11 - 030,112,3,Entre 23.140€ y 25.295€
2807911031,11 - 031,112,6,Entre 31.040€ y 34.950€
2807911032,11 - 032,112,3,Entre 23.140€ y 25.295€
